tahun,bulan,provinsi,jenis,pnbp
2022,Februari,Jawa Barat,PSDH,567427035
2022,Februari,Jawa Tengah,PSDH,4340426691
2022,Februari,Jawa Timur,PSDH,2704383421
2022,Februari,Kalimantan Barat,PSDH,2790720982
2022,Februari,Kalimantan Selatan,PSDH,52782930
2022,Februari,Kalimantan Tengah,PSDH,7197767336
2022,Februari,Kalimantan Timur,PSDH,4778615171
2022,Februari,Kalimantan Utara,PSDH,3733797128
2022,Februari,Kepulauan Riau,PSDH,0
2022,Februari,Lampung,PSDH,91418070
2022,Februari,Maluku,PSDH,1241689400
2022,Februari,Maluku Utara,PSDH,845192090
2022,Februari,Nangroe Aceh Darussalam,PSDH,38461544
2022,Februari,Nusa Tenggara Barat,PSDH,50875280
2022,Februari,Nusa Tenggara Timur,PSDH,0
2022,Februari,Papua,PSDH,3383195352
2022,Februari,Papua Barat,PSDH,5838892940
2022,Februari,Riau,PSDH,17319041328
2022,Februari,Sulawesi Barat,PSDH,4747960
2022,Februari,Sulawesi Selatan,PSDH,225748535
2022,Februari,Sulawesi Tengah,PSDH,408643310
2022,Februari,Sulawesi Tenggara,PSDH,141538230
2022,Februari,Sulawesi Utara,PSDH,85162540
2022,Februari,Sumatera Barat,PSDH,569887050
2022,Februari,Sumatera Selatan,PSDH,7489554348
2022,Februari,Sumatera Utara,PSDH,1589585217
2022,Maret,Bali,PSDH,0
2022,Maret,Bangka Belitung,PSDH,0
2022,Maret,Banten,PSDH,44225550
2022,Maret,Bengkulu,PSDH,16527720
2022,Maret,D.I. Yogyakarta,PSDH,0
2022,Maret,Gorontalo,PSDH,69728790
2022,Maret,Jambi,PSDH,4762026724
2022,Maret,Jawa Barat,PSDH,640190796
2022,Maret,Jawa Tengah,PSDH,3976965042
2022,Maret,Jawa Timur,PSDH,2601316276
2022,Maret,Kalimantan Barat,PSDH,3654176286
2022,Maret,Kalimantan Selatan,PSDH,1231994788
2022,Maret,Kalimantan Tengah,PSDH,22999259420
2022,Maret,Kalimantan Timur,PSDH,9257434101
2022,Maret,Kalimantan Utara,PSDH,4791309749
2022,Maret,Kepulauan Riau,PSDH,134625290
2022,Maret,Lampung,PSDH,114471150
2022,Maret,Maluku,PSDH,1308255780
2022,Maret,Maluku Utara,PSDH,1804152310
2022,Maret,Nangroe Aceh Darussalam,PSDH,50987160
2022,Maret,Nusa Tenggara Barat,PSDH,154562905
2022,Maret,Nusa Tenggara Timur,PSDH,0
2022,Maret,Papua,PSDH,5339546554
2022,Maret,Papua Barat,PSDH,6861465670
2022,Maret,Riau,PSDH,20585475754
2022,Maret,Sulawesi Barat,PSDH,12920026
2022,Maret,Sulawesi Selatan,PSDH,257242251
2022,Maret,Sulawesi Tengah,PSDH,539993380
2022,Maret,Sulawesi Tenggara,PSDH,245886200
2022,Maret,Sulawesi Utara,PSDH,6405750
2022,Maret,Sumatera Barat,PSDH,952547768
2022,Maret,Sumatera Selatan,PSDH,8097604354
2022,Maret,Sumatera Utara,PSDH,2387343866
2022,April,Bali,PSDH,430800
2022,April,Bangka Belitung,PSDH,0
2022,April,Banten,PSDH,61712832
2022,April,Bengkulu,PSDH,3802680
2022,April,D.I. Yogyakarta,PSDH,0
2022,April,Gorontalo,PSDH,134983040
2022,April,Jambi,PSDH,4206461806
2022,April,Jawa Barat,PSDH,599093273
2022,April,Jawa Tengah,PSDH,4165787713
2022,April,Jawa Timur,PSDH,3028507509
2022,April,Kalimantan Barat,PSDH,3248508958
2022,April,Kalimantan Selatan,PSDH,25094108
2022,April,Kalimantan Tengah,PSDH,16704930090
2022,April,Kalimantan Timur,PSDH,9251824016
2022,April,Kalimantan Utara,PSDH,3910641094
2022,April,Kepulauan Riau,PSDH,59936170
2022,April,Lampung,PSDH,131358540
2022,April,Maluku,PSDH,2211551220
2022,April,Maluku Utara,PSDH,1023879450
2022,April,Nangroe Aceh Darussalam,PSDH,88082282
2022,April,Nusa Tenggara Barat,PSDH,87960497
2022,April,Nusa Tenggara Timur,PSDH,0
2022,April,Papua,PSDH,4614861850
2022,April,Papua Barat,PSDH,7054968040
2022,April,Riau,PSDH,16175366010
2022,April,Sulawesi Barat,PSDH,3141230
2022,April,Sulawesi Selatan,PSDH,207917837
2022,April,Sulawesi Tengah,PSDH,619037700
2022,April,Sulawesi Tenggara,PSDH,201348100
2022,April,Sulawesi Utara,PSDH,1638000
2022,April,Sumatera Barat,PSDH,579471550
2022,April,Sumatera Selatan,PSDH,7922415396
2022,April,Sumatera Utara,PSDH,1880447916
2022,Mei,Bali,PSDH,0
2022,Mei,Bangka Belitung,PSDH,55650
2022,Mei,Banten,PSDH,27497922
2022,Mei,Bengkulu,PSDH,0
2022,Mei,D.I. Yogyakarta,PSDH,1684650
2022,Mei,Gorontalo,PSDH,159332740
2022,Mei,Jambi,PSDH,2682418556
2022,Mei,Jawa Barat,PSDH,443664502
2022,Mei,Jawa Tengah,PSDH,2377103214
2022,Mei,Jawa Timur,PSDH,2359727178
2022,Mei,Kalimantan Barat,PSDH,2252197322
2022,Mei,Kalimantan Selatan,PSDH,59637080
2022,Mei,Kalimantan Tengah,PSDH,13829203090
2022,Mei,Kalimantan Timur,PSDH,6418354527
2022,Mei,Kalimantan Utara,PSDH,3714402346
2022,Mei,Kepulauan Riau,PSDH,0
2022,Mei,Lampung,PSDH,48701007
2022,Mei,Maluku,PSDH,1271275140
2022,Mei,Maluku Utara,PSDH,949682340
2022,Mei,Nangroe Aceh Darussalam,PSDH,61433551
2022,Mei,Nusa Tenggara Barat,PSDH,101567322
2022,Mei,Nusa Tenggara Timur,PSDH,0
2022,Mei,Papua,PSDH,2553312104
2022,Mei,Papua Barat,PSDH,4717277770
2022,Mei,Riau,PSDH,10414475874
2022,Mei,Sulawesi Barat,PSDH,10289100
2022,Mei,Sulawesi Selatan,PSDH,108040640
2022,Mei,Sulawesi Tengah,PSDH,202713040
2022,Mei,Sulawesi Tenggara,PSDH,159807680
2022,Mei,Sulawesi Utara,PSDH,8769180
2022,Mei,Sumatera Barat,PSDH,810967156
2022,Mei,Sumatera Selatan,PSDH,4408907396
2022,Mei,Sumatera Utara,PSDH,1784876079
2022,Juni,Bali,PSDH,0
2022,Juni,Bangka Belitung,PSDH,8039490
2022,Juni,Banten,PSDH,18720024
2022,Juni,Bengkulu,PSDH,0
2022,Juni,D.I. Yogyakarta,PSDH,8581890
2022,Juni,Gorontalo,PSDH,105562210
2022,Juni,Jambi,PSDH,4976714382
2022,Juni,Jawa Barat,PSDH,505364646
2022,Juni,Jawa Tengah,PSDH,3418583774
2022,Juni,Jawa Timur,PSDH,3352031038
2022,Juni,Kalimantan Barat,PSDH,3803697700
2022,Juni,Kalimantan Selatan,PSDH,94480090
2022,Juni,Kalimantan Tengah,PSDH,15657321260
2022,Juni,Kalimantan Timur,PSDH,10954096196
2022,Juni,Kalimantan Utara,PSDH,7411886112
2022,Juni,Kepulauan Riau,PSDH,73586000
2022,Juni,Lampung,PSDH,79366140
2022,Juni,Maluku,PSDH,1660978450
2022,Juni,Maluku Utara,PSDH,2695554140
2022,Juni,Nangroe Aceh Darussalam,PSDH,97809931
2022,Juni,Nusa Tenggara Barat,PSDH,183187179
2022,Juni,Nusa Tenggara Timur,PSDH,1508200
2022,Juni,Papua,PSDH,4124245770
2022,Juni,Papua Barat,PSDH,7041213332
2022,Juni,Riau,PSDH,19458936531
2022,Juni,Sulawesi Barat,PSDH,5287070
2022,Juni,Sulawesi Selatan,PSDH,418509793
2022,Juni,Sulawesi Tengah,PSDH,541513000
2022,Juni,Sulawesi Tenggara,PSDH,383075910
2022,Juni,Sulawesi Utara,PSDH,3978680
2022,Juni,Sumatera Barat,PSDH,920812304
2022,Juni,Sumatera Selatan,PSDH,7715579222
2022,Juni,Sumatera Utara,PSDH,2614699424
2022,Juli,Bali,PSDH,0
2022,Juli,Bangka Belitung,PSDH,6106980
2022,Juli,Banten,PSDH,47673486
2022,Juli,Bengkulu,PSDH,7102550
2022,Juli,D.I. Yogyakarta,PSDH,41907660
2022,Juli,Gorontalo,PSDH,107235130
2022,Juli,Jambi,PSDH,5426118796
2022,Juli,Jawa Barat,PSDH,547360070
2022,Juli,Jawa Tengah,PSDH,3111453668
2022,Juli,Jawa Timur,PSDH,3675394302
2022,Juli,Kalimantan Barat,PSDH,3163781118
2022,Juli,Kalimantan Selatan,PSDH,44550062
2022,Juli,Kalimantan Tengah,PSDH,15508109870
2022,Juli,Kalimantan Timur,PSDH,10342933522
2022,Juli,Kalimantan Utara,PSDH,5462108468
2022,Juli,Kepulauan Riau,PSDH,8458780
2022,Juli,Lampung,PSDH,567563460
2022,Juli,Maluku,PSDH,1680764320
2022,Juli,Maluku Utara,PSDH,1421523140
2022,Juli,Nangroe Aceh Darussalam,PSDH,62041662
2022,Juli,Nusa Tenggara Barat,PSDH,57430616
2022,Juli,Nusa Tenggara Timur,PSDH,31245800
2022,Juli,Papua,PSDH,3857668206
2022,Juli,Papua Barat,PSDH,5242735662
2022,Juli,Riau,PSDH,19529469084
2022,Juli,Sulawesi Barat,PSDH,8737418
2022,Juli,Sulawesi Selatan,PSDH,145804844
2022,Juli,Sulawesi Tengah,PSDH,411376002
2022,Juli,Sulawesi Tenggara,PSDH,234141460
2022,Juli,Sulawesi Utara,PSDH,2817780
2022,Juli,Sumatera Barat,PSDH,728466708
2022,Juli,Sumatera Selatan,PSDH,8457480930
2022,Juli,Sumatera Utara,PSDH,2373086008
2022,Agustus,Bali,PSDH,0
2022,Agustus,Bangka Belitung,PSDH,862440
2022,Agustus,Banten,PSDH,102902772
2022,Agustus,Bengkulu,PSDH,8945250
2022,Agustus,D.I. Yogyakarta,PSDH,56182018
2022,Agustus,Gorontalo,PSDH,169094730
2022,Agustus,Jambi,PSDH,3972696230
2022,Agustus,Jawa Barat,PSDH,839249897
2022,Agustus,Jawa Tengah,PSDH,3734999984
2022,Agustus,Jawa Timur,PSDH,4414537470
2022,Agustus,Kalimantan Barat,PSDH,2836409518
2022,Agustus,Kalimantan Selatan,PSDH,154276290
2022,Agustus,Kalimantan Tengah,PSDH,17367250296
2022,Agustus,Kalimantan Timur,PSDH,13988745305
2022,Agustus,Kalimantan Utara,PSDH,5940768462
2022,Agustus,Kepulauan Riau,PSDH,424985340
2022,Agustus,Lampung,PSDH,144313242
2022,Agustus,Maluku,PSDH,3084710690
2022,Agustus,Maluku Utara,PSDH,1163215220
2022,Agustus,Nangroe Aceh Darussalam,PSDH,84850298
2022,Agustus,Nusa Tenggara Barat,PSDH,83594389
2022,Agustus,Nusa Tenggara Timur,PSDH,0
2022,Agustus,Papua,PSDH,3704921706
2022,Agustus,Papua Barat,PSDH,7235200210
2022,Agustus,Riau,PSDH,19196316174
2022,Agustus,Sulawesi Barat,PSDH,4647334
2022,Agustus,Sulawesi Selatan,PSDH,333200681
2022,Agustus,Sulawesi Tengah,PSDH,509964490
2022,Agustus,Sulawesi Tenggara,PSDH,312662360
2022,Agustus,Sulawesi Utara,PSDH,14792510
2022,Agustus,Sumatera Barat,PSDH,947464366
2022,Agustus,Sumatera Selatan,PSDH,8789026027
2022,Agustus,Sumatera Utara,PSDH,2337611197
2022,September,Bali,PSDH,19269000
2022,September,Bangka Belitung,PSDH,5234250
2022,September,Banten,PSDH,36900746
2022,September,Bengkulu,PSDH,28676620
2022,September,D.I. Yogyakarta,PSDH,58077000
2022,September,Gorontalo,PSDH,200567700
2022,September,Jambi,PSDH,4616177696
2022,September,Jawa Barat,PSDH,563297288
2022,September,Jawa Tengah,PSDH,2897114688
2022,September,Jawa Timur,PSDH,3713921778
2022,September,Kalimantan Barat,PSDH,3023499518
2022,September,Kalimantan Selatan,PSDH,2161045730
2022,September,Kalimantan Tengah,PSDH,16571863004
2022,September,Kalimantan Timur,PSDH,10857450938
2022,September,Kalimantan Utara,PSDH,6415967764
2022,September,Kepulauan Riau,PSDH,0
2022,September,Lampung,PSDH,191035530
2022,September,Maluku,PSDH,2101552380
2022,September,Maluku Utara,PSDH,731984450
2022,September,Nangroe Aceh Darussalam,PSDH,50833294
2022,September,Nusa Tenggara Barat,PSDH,246280590
2022,September,Nusa Tenggara Timur,PSDH,0
2022,September,Papua,PSDH,6058648198
2022,September,Papua Barat,PSDH,6868878800
2022,September,Riau,PSDH,19139218110
2022,September,Sulawesi Barat,PSDH,5575890
2022,September,Sulawesi Selatan,PSDH,155088682
2022,September,Sulawesi Tengah,PSDH,441342636
2022,September,Sulawesi Tenggara,PSDH,1091337062
2022,September,Sulawesi Utara,PSDH,2052280
2022,September,Sumatera Barat,PSDH,602686782
2022,September,Sumatera Selatan,PSDH,8269266407
2022,September,Sumatera Utara,PSDH,2827075712
2022,Oktober,Bali,PSDH,20514600
2022,Oktober,Bangka Belitung,PSDH,22494348
2022,Oktober,Banten,PSDH,15211896
2022,Oktober,Bengkulu,PSDH,1008000
2022,Oktober,D.I. Yogyakarta,PSDH,18326976
2022,Oktober,Gorontalo,PSDH,194198910
2022,Oktober,Jambi,PSDH,4436927718
2022,Oktober,Jawa Barat,PSDH,396885858
2022,Oktober,Jawa Tengah,PSDH,1481711249
2022,Oktober,Jawa Timur,PSDH,2306044161
2022,Oktober,Kalimantan Barat,PSDH,2703373471
2022,Oktober,Kalimantan Selatan,PSDH,99347660
2022,Oktober,Kalimantan Tengah,PSDH,22643940936
2022,Oktober,Kalimantan Timur,PSDH,12227999688
2022,Oktober,Kalimantan Utara,PSDH,4274390490
2022,Oktober,Kepulauan Riau,PSDH,63753160
2022,Oktober,Lampung,PSDH,670074810
2022,Oktober,Maluku,PSDH,1188297270
2022,Oktober,Maluku Utara,PSDH,1575918842
2022,Oktober,Nangroe Aceh Darussalam,PSDH,64558119
2022,Oktober,Nusa Tenggara Barat,PSDH,269624799
2022,Oktober,Nusa Tenggara Timur,PSDH,0
2022,Oktober,Papua,PSDH,2808891330
2022,Oktober,Papua Barat,PSDH,2900103260
2022,Oktober,Riau,PSDH,16207882782
2022,Oktober,Sulawesi Barat,PSDH,2172996
2022,Oktober,Sulawesi Selatan,PSDH,403686072
2022,Oktober,Sulawesi Tengah,PSDH,323306402
2022,Oktober,Sulawesi Tenggara,PSDH,2227243221
2022,Oktober,Sulawesi Utara,PSDH,5711310
2022,Oktober,Sumatera Barat,PSDH,430884262
2022,Oktober,Sumatera Selatan,PSDH,7453814130
2022,Oktober,Sumatera Utara,PSDH,2503211454
2022,November,Bali,PSDH,25631628
2022,November,Bangka Belitung,PSDH,3157650
2022,November,Banten,PSDH,19601076
2022,November,Bengkulu,PSDH,3459980
2022,November,D.I. Yogyakarta,PSDH,917250
2022,November,Gorontalo,PSDH,208823211
2022,November,Jambi,PSDH,4502073989
2022,November,Jawa Barat,PSDH,366678818
2022,November,Jawa Tengah,PSDH,954442541
2022,November,Jawa Timur,PSDH,2970262877
2022,November,Kalimantan Barat,PSDH,1567072217
2022,November,Kalimantan Selatan,PSDH,241367624
2022,November,Kalimantan Tengah,PSDH,17069962884
2022,November,Kalimantan Timur,PSDH,16448479213
2022,November,Kalimantan Utara,PSDH,4831193426
2022,November,Kepulauan Riau,PSDH,171699492
2022,November,Lampung,PSDH,2749349643
2022,November,Maluku,PSDH,3185713770
2022,November,Maluku Utara,PSDH,750301752
2022,November,Nangroe Aceh Darussalam,PSDH,49352442
2022,November,Nusa Tenggara Barat,PSDH,148230671
2022,November,Nusa Tenggara Timur,PSDH,12631617
2022,November,Papua,PSDH,7283235618
2022,November,Papua Barat,PSDH,3336444176
2022,November,Riau,PSDH,17216783840
2022,November,Sulawesi Barat,PSDH,5294160
2022,November,Sulawesi Selatan,PSDH,314828948
2022,November,Sulawesi Tengah,PSDH,302615770
2022,November,Sulawesi Tenggara,PSDH,320146530
2022,November,Sulawesi Utara,PSDH,7643320
2022,November,Sumatera Barat,PSDH,190680802
2022,November,Sumatera Selatan,PSDH,7827797577
2022,November,Sumatera Utara,PSDH,2810682732
2022,Desember,Bali,PSDH,18228858
2022,Desember,Bangka Belitung,PSDH,30833877
2022,Desember,Banten,PSDH,25473136
2022,Desember,Bengkulu,PSDH,81024240
2022,Desember,D.I. Yogyakarta,PSDH,15712506
2022,Desember,Gorontalo,PSDH,1108117460
2022,Desember,Jambi,PSDH,4961750620
2022,Desember,Jawa Barat,PSDH,742799317
2022,Desember,Jawa Tengah,PSDH,977517484
2022,Desember,Jawa Timur,PSDH,2803182477
2022,Desember,Kalimantan Barat,PSDH,2313258075
2022,Desember,Kalimantan Selatan,PSDH,689173224
2022,Desember,Kalimantan Tengah,PSDH,33325834740
2022,Desember,Kalimantan Timur,PSDH,18982412387
2022,Desember,Kalimantan Utara,PSDH,6484765317
2022,Desember,Kepulauan Riau,PSDH,50154880
2022,Desember,Lampung,PSDH,558822310
2022,Desember,Maluku,PSDH,4096355100
2022,Desember,Maluku Utara,PSDH,2471042679
2022,Desember,Nangroe Aceh Darussalam,PSDH,79546802
2022,Desember,Nusa Tenggara Barat,PSDH,365065054
2022,Desember,Nusa Tenggara Timur,PSDH,27762740
2022,Desember,Papua,PSDH,60488480560
2022,Desember,Papua Barat,PSDH,13222811118
2022,Desember,Riau,PSDH,21386510374
2022,Desember,Sulawesi Barat,PSDH,5550674
2022,Desember,Sulawesi Selatan,PSDH,13526362590
2022,Desember,Sulawesi Tengah,PSDH,741763795
2022,Desember,Sulawesi Tenggara,PSDH,799583970
2022,Desember,Sulawesi Utara,PSDH,315957788
2022,Desember,Sumatera Barat,PSDH,498530456
2022,Desember,Sumatera Selatan,PSDH,10301305666
2022,Desember,Sumatera Utara,PSDH,3557943828
2021,Januari,Kalimantan Tengah,DPEH,0
2021,Januari,Kalimantan Timur,DPEH,0
2021,Januari,Papua Barat,DPEH,100011000
2021,Januari,Sumatera Utara,DPEH,125785950
2021,Februari,Kalimantan Tengah,DPEH,470691450
2021,Februari,Kalimantan Timur,DPEH,0
2021,Februari,Papua Barat,DPEH,118853250
2021,Februari,Sumatera Utara,DPEH,0
2021,Maret,Kalimantan Tengah,DPEH,0
2021,Maret,Kalimantan Timur,DPEH,2141999550
2021,Maret,Papua Barat,DPEH,0
2021,Maret,Sumatera Utara,DPEH,0
2021,April,Kalimantan Tengah,DPEH,0
2021,April,Kalimantan Timur,DPEH,0
2021,April,Papua Barat,DPEH,0
2021,April,Sumatera Utara,DPEH,0
2021,Mei,Kalimantan Tengah,DPEH,0
2021,Mei,Kalimantan Timur,DPEH,521250150
2021,Mei,Papua Barat,DPEH,0
2021,Mei,Sumatera Utara,DPEH,0
2021,Juni,Kalimantan Tengah,DPEH,0
2021,Juni,Kalimantan Timur,DPEH,711252750
2021,Juni,Papua Barat,DPEH,0
2021,Juni,Sumatera Utara,DPEH,0
2021,Juli,Kalimantan Tengah,DPEH,0
2021,Juli,Kalimantan Timur,DPEH,375040700
2021,Juli,Papua Barat,DPEH,0
2021,Juli,Sumatera Utara,DPEH,0
2021,Agustus,Kalimantan Tengah,DPEH,47239200
2021,Agustus,Kalimantan Timur,DPEH,0
2021,Agustus,Papua Barat,DPEH,0
2021,Agustus,Sumatera Utara,DPEH,0
2021,September,Kalimantan Tengah,DPEH,0
2021,September,Kalimantan Timur,DPEH,37645805400
2021,September,Papua Barat,DPEH,0
2021,September,Sumatera Utara,DPEH,0
2021,Oktober,Kalimantan Tengah,DPEH,6374011500
2021,Oktober,Kalimantan Timur,DPEH,0
2021,Oktober,Papua Barat,DPEH,0
2021,Oktober,Sumatera Utara,DPEH,0
2021,November,Kalimantan Tengah,DPEH,0
2021,November,Kalimantan Timur,DPEH,0
2021,November,Papua Barat,DPEH,0
2021,November,Sumatera Utara,DPEH,0
2021,Desember,Kalimantan Tengah,DPEH,225196200
2021,Desember,Kalimantan Timur,DPEH,0
2021,Desember,Papua Barat,DPEH,210658500
2021,Desember,Sumatera Utara,DPEH,0
2022,Januari,Bangka Belitung,DR,0
2022,Januari,Bengkulu,DR,1128.7
2022,Januari,DKI Jakarta,DR,0
2022,Januari,Gorontalo,DR,0
2022,Januari,Jambi,DR,39078.45
2022,Januari,Jawa Tengah,DR,3501.42
2022,Januari,Jawa Timur,DR,7480.54
2022,Januari,Kalimantan Barat,DR,1212.93
2022,Januari,Kalimantan Selatan,DR,0
2022,Januari,Kalimantan Tengah,DR,1074258.5
2022,Januari,Kalimantan Timur,DR,536537.63
2022,Januari,Kalimantan Utara,DR,191736.32
2022,Januari,Kepulauan Riau,DR,0
2022,Januari,Lampung,DR,0
2022,Januari,Maluku,DR,12527.59
2022,Januari,Maluku Utara,DR,1890.47
2022,Januari,Nangroe Aceh Darussalam,DR,0
2022,Januari,Nusa Tenggara Barat,DR,0
2022,Januari,Nusa Tenggara Timur,DR,0
2022,Januari,Papua,DR,209991.51
2022,Januari,Papua Barat,DR,510449.38
2022,Januari,Riau,DR,111498.03
2022,Januari,Sulawesi Barat,DR,3256.13
2022,Januari,Sulawesi Selatan,DR,43753.71
2022,Januari,Sulawesi Tengah,DR,47617.14
2022,Januari,Sulawesi Tenggara,DR,35701.44
2022,Januari,Sulawesi Utara,DR,3650.91
2022,Januari,Sumatera Barat,DR,1320.94
2022,Januari,Sumatera Selatan,DR,0
2022,Januari,Sumatera Utara,DR,80889.4
2022,Februari,Bangka Belitung,DR,0
2022,Februari,Bengkulu,DR,193.26
2022,Februari,DKI Jakarta,DR,0
2022,Februari,Gorontalo,DR,24059.22
2022,Februari,Jambi,DR,69335.54
2022,Februari,Jawa Tengah,DR,6725.24
2022,Februari,Jawa Timur,DR,0
2022,Februari,Kalimantan Barat,DR,40323.53
2022,Februari,Kalimantan Selatan,DR,214.27
2022,Februari,Kalimantan Tengah,DR,2109733.36
2022,Februari,Kalimantan Timur,DR,927079.4
2022,Februari,Kalimantan Utara,DR,789563.28
2022,Februari,Kepulauan Riau,DR,0
2022,Februari,Lampung,DR,0
2022,Februari,Maluku,DR,90661.3
2022,Februari,Maluku Utara,DR,139127.57
2022,Februari,Nangroe Aceh Darussalam,DR,0
2022,Februari,Nusa Tenggara Barat,DR,633.93
2022,Februari,Nusa Tenggara Timur,DR,2196.27
2022,Februari,Papua,DR,352381.61
2022,Februari,Papua Barat,DR,473476.43
2022,Februari,Riau,DR,139975.34
2022,Februari,Sulawesi Barat,DR,0
2022,Februari,Sulawesi Selatan,DR,2572.95
2022,Februari,Sulawesi Tengah,DR,57012.83
2022,Februari,Sulawesi Tenggara,DR,21925.12
2022,Februari,Sulawesi Utara,DR,8051.43
2022,Februari,Sumatera Barat,DR,94307.49
2022,Februari,Sumatera Selatan,DR,129.38
2022,Februari,Sumatera Utara,DR,166943.7
2022,Maret,Bangka Belitung,DR,0
2022,Maret,Bengkulu,DR,95.96
2022,Maret,DKI Jakarta,DR,0
2022,Maret,Gorontalo,DR,0
2022,Maret,Jambi,DR,82950.7
2022,Maret,Jawa Tengah,DR,3595.18
2022,Maret,Jawa Timur,DR,0
2022,Maret,Kalimantan Barat,DR,198860.22
2022,Maret,Kalimantan Selatan,DR,19104.72
2022,Maret,Kalimantan Tengah,DR,3059374.63
2022,Maret,Kalimantan Timur,DR,1875003.96
2022,Maret,Kalimantan Utara,DR,949285.95
2022,Maret,Kepulauan Riau,DR,9936.18
2022,Maret,Lampung,DR,0
2022,Maret,Maluku,DR,417113.2
2022,Maret,Maluku Utara,DR,273382.73
2022,Maret,Nangroe Aceh Darussalam,DR,17357.35
2022,Maret,Nusa Tenggara Barat,DR,7082.39
2022,Maret,Nusa Tenggara Timur,DR,0
2022,Maret,Papua,DR,537339.14
2022,Maret,Papua Barat,DR,819519.76
2022,Maret,Riau,DR,109748.66
2022,Maret,Sulawesi Barat,DR,0
2022,Maret,Sulawesi Selatan,DR,37393.55
2022,Maret,Sulawesi Tengah,DR,97911.72
2022,Maret,Sulawesi Tenggara,DR,50074.01
2022,Maret,Sulawesi Utara,DR,0
2022,Maret,Sumatera Barat,DR,175106.54
2022,Maret,Sumatera Selatan,DR,32827.21
2022,Maret,Sumatera Utara,DR,207640.68
2022,April,Bangka Belitung,DR,0
2022,April,Bengkulu,DR,38187.1
2022,April,DKI Jakarta,DR,0
2022,April,Gorontalo,DR,1493.25
2022,April,Jambi,DR,103074.96
2022,April,Jawa Tengah,DR,7197.6
2022,April,Jawa Timur,DR,0
2022,April,Kalimantan Barat,DR,430228.77
2022,April,Kalimantan Selatan,DR,64347.63
2022,April,Kalimantan Tengah,DR,3223701.94
2022,April,Kalimantan Timur,DR,1681132.48
2022,April,Kalimantan Utara,DR,1190609.17
2022,April,Kepulauan Riau,DR,4740.4
2022,April,Lampung,DR,0
2022,April,Maluku,DR,509770.69
2022,April,Maluku Utara,DR,88687.72
2022,April,Nangroe Aceh Darussalam,DR,7492.55
2022,April,Nusa Tenggara Barat,DR,1745.26
2022,April,Nusa Tenggara Timur,DR,258.77
2022,April,Papua,DR,642039.06
2022,April,Papua Barat,DR,744378.88
2022,April,Riau,DR,72004.67
2022,April,Sulawesi Barat,DR,0
2022,April,Sulawesi Selatan,DR,4718.92
2022,April,Sulawesi Tengah,DR,70348.63
2022,April,Sulawesi Tenggara,DR,55381.94
2022,April,Sulawesi Utara,DR,0
2022,April,Sumatera Barat,DR,105028
2022,April,Sumatera Selatan,DR,3210.88
2022,April,Sumatera Utara,DR,130862.31
2022,Mei,Bangka Belitung,DR,7.6
2022,Mei,Bengkulu,DR,8466.71
2022,Mei,DKI Jakarta,DR,0
2022,Mei,Gorontalo,DR,2725.94
2022,Mei,Jambi,DR,35093.82
2022,Mei,Jawa Tengah,DR,1494.37
2022,Mei,Jawa Timur,DR,0
2022,Mei,Kalimantan Barat,DR,261708.89
2022,Mei,Kalimantan Selatan,DR,701385.35
2022,Mei,Kalimantan Tengah,DR,2904797.58
2022,Mei,Kalimantan Timur,DR,1263778.29
2022,Mei,Kalimantan Utara,DR,918523.14
2022,Mei,Kepulauan Riau,DR,0
2022,Mei,Lampung,DR,0
2022,Mei,Maluku,DR,168144.55
2022,Mei,Maluku Utara,DR,351306.97
2022,Mei,Nangroe Aceh Darussalam,DR,3469.39
2022,Mei,Nusa Tenggara Barat,DR,41498.99
2022,Mei,Nusa Tenggara Timur,DR,446.18
2022,Mei,Papua,DR,469503.07
2022,Mei,Papua Barat,DR,762055.68
2022,Mei,Riau,DR,31165.72
2022,Mei,Sulawesi Barat,DR,0
2022,Mei,Sulawesi Selatan,DR,5897.47
2022,Mei,Sulawesi Tengah,DR,73103.41
2022,Mei,Sulawesi Tenggara,DR,47209.77
2022,Mei,Sulawesi Utara,DR,2096.64
2022,Mei,Sumatera Barat,DR,379144.2
2022,Mei,Sumatera Selatan,DR,22755.15
2022,Mei,Sumatera Utara,DR,126702.29
2022,Juni,Bangka Belitung,DR,0
2022,Juni,Bengkulu,DR,16739.66
2022,Juni,DKI Jakarta,DR,0
2022,Juni,Gorontalo,DR,1321.78
2022,Juni,Jambi,DR,81403.87
2022,Juni,Jawa Tengah,DR,1048
2022,Juni,Jawa Timur,DR,0
2022,Juni,Kalimantan Barat,DR,345612.14
2022,Juni,Kalimantan Selatan,DR,71075.69
2022,Juni,Kalimantan Tengah,DR,6190986.2
2022,Juni,Kalimantan Timur,DR,2423162.6
2022,Juni,Kalimantan Utara,DR,1373703.57
2022,Juni,Kepulauan Riau,DR,14440.99
2022,Juni,Lampung,DR,0
2022,Juni,Maluku,DR,499100.41
2022,Juni,Maluku Utara,DR,218400.79
2022,Juni,Nangroe Aceh Darussalam,DR,8007.69
2022,Juni,Nusa Tenggara Barat,DR,6681.96
2022,Juni,Nusa Tenggara Timur,DR,0
2022,Juni,Papua,DR,528108.08
2022,Juni,Papua Barat,DR,921894.98
2022,Juni,Riau,DR,37720.22
2022,Juni,Sulawesi Barat,DR,809.23
2022,Juni,Sulawesi Selatan,DR,138006.51
2022,Juni,Sulawesi Tengah,DR,79768.59
