tahun,bulan,provinsi,jenis,volume
2022,Agustus,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,76.17
2022,September,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,37.3
2022,Oktober,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,36.74
2022,November,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,39.02
2022,Desember,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,41.92
2022,Januari,Jawa Timur,Moulding,326.38
2022,Februari,Jawa Timur,Moulding,567.49
2022,Maret,Jawa Timur,Moulding,489.07
2022,April,Jawa Timur,Moulding,408.91
2022,Mei,Jawa Timur,Moulding,181.02
2022,Juni,Jawa Timur,Moulding,342.09
2022,Juli,Jawa Timur,Moulding,273.41
2022,Agustus,Jawa Timur,Moulding,412.83
2022,September,Jawa Timur,Moulding,76.67
2022,Oktober,Jawa Timur,Moulding,263.01
2022,November,Jawa Timur,Moulding,300.19
2022,Desember,Jawa Timur,Moulding,353.73
2022,Januari,Riau,Palet Kayu,356.58
2022,Februari,Riau,Palet Kayu,438.82
2022,Maret,Riau,Palet Kayu,636.54
2022,April,Riau,Palet Kayu,1424.92
2022,Mei,Riau,Palet Kayu,1104.57
2022,Juni,Riau,Palet Kayu,878.82
2022,Juli,Riau,Palet Kayu,1025.42
2022,Agustus,Riau,Palet Kayu,1271.23
2022,September,Riau,Palet Kayu,2100.07
2022,Oktober,Riau,Palet Kayu,1239.55
2022,November,Riau,Palet Kayu,1751.18
2022,Desember,Riau,Palet Kayu,2207.89
2022,Januari,Jawa Tengah,Particle Board,9752.49
2022,Januari,Jawa Timur,Particle Board,73.67
2022,Februari,Jawa Tengah,Particle Board,7614.82
2022,Februari,Jawa Timur,Particle Board,9699.28
2022,Maret,Jawa Tengah,Particle Board,9419.6
2022,Maret,Jawa Timur,Particle Board,0.0
2022,April,Jawa Tengah,Particle Board,9106.9
2022,April,Jawa Timur,Particle Board,0.0
2022,Mei,Jawa Tengah,Particle Board,4473.74
2022,Mei,Jawa Timur,Particle Board,0.0
2022,Juni,Jawa Tengah,Particle Board,8716.77
2022,Juni,Jawa Timur,Particle Board,0.0
2022,Juli,Jawa Tengah,Particle Board,9572.62
2022,Juli,Jawa Timur,Particle Board,0.0
2022,Agustus,Jawa Tengah,Particle Board,7883.05
2022,Agustus,Jawa Timur,Particle Board,9521.19
2022,September,Jawa Tengah,Particle Board,5239.82
2022,September,Jawa Timur,Particle Board,9936.52
2022,Oktober,Jawa Tengah,Particle Board,6694.2
2022,Oktober,Jawa Timur,Particle Board,7857.97
2022,November,Jawa Tengah,Particle Board,6178.85
2022,November,Jawa Timur,Particle Board,6960.69
2022,Desember,Jawa Tengah,Particle Board,5443.52
2022,Desember,Jawa Timur,Particle Board,7417.75
2022,Januari,Jambi,Pulp,78519.94
2022,Januari,Riau,Pulp,355105.93
2022,Januari,Sumatera Selatan,Pulp,217089.94
2022,Januari,Sumatera Utara,Pulp,17809.02
2022,Februari,Jambi,Pulp,41523.46
2022,Februari,Riau,Pulp,358208.16
2022,Februari,Sumatera Selatan,Pulp,213775.55
2022,Februari,Sumatera Utara,Pulp,16100.2
2022,Maret,Jambi,Pulp,92739.69
2022,Maret,Riau,Pulp,409151.29
2022,Maret,Sumatera Selatan,Pulp,297399.55
2022,Maret,Sumatera Utara,Pulp,17560.16
2022,April,Jambi,Pulp,92465.85
2022,April,Riau,Pulp,358897.08
2022,April,Sumatera Selatan,Pulp,259919.58
2022,April,Sumatera Utara,Pulp,17340.08
2022,Mei,Jambi,Pulp,90004.6
2022,Mei,Riau,Pulp,332452.14
2022,Mei,Sumatera Selatan,Pulp,166143.63
2022,Mei,Sumatera Utara,Pulp,17554.6
2022,Juni,Jambi,Pulp,89312.53
2022,Juni,Riau,Pulp,397725.23
2022,Juni,Sumatera Selatan,Pulp,257405.27
2022,Juni,Sumatera Utara,Pulp,10629.18
2022,Juli,Jambi,Pulp,94017.14
2022,Juli,Riau,Pulp,410643.47
2022,Juli,Sumatera Selatan,Pulp,261483.01
2022,Juli,Sumatera Utara,Pulp,17517.01
2022,Agustus,Jambi,Pulp,87300.99
2022,Agustus,Riau,Pulp,401087.65
2022,Agustus,Sumatera Selatan,Pulp,261488.65
2022,Agustus,Sumatera Utara,Pulp,17834.84
2022,September,Jambi,Pulp,96102.76
2022,September,Riau,Pulp,398589.77
2022,September,Sumatera Selatan,Pulp,228869.86
2022,September,Sumatera Utara,Pulp,16736.3
2022,Oktober,Jambi,Pulp,96136.63
2022,Oktober,Riau,Pulp,454400.09
2022,Oktober,Sumatera Selatan,Pulp,211718.29
2022,Oktober,Sumatera Utara,Pulp,16374.53
2022,November,Jambi,Pulp,87232.0
2022,November,Riau,Pulp,436186.82
2022,November,Sumatera Selatan,Pulp,223700.39
2022,November,Sumatera Utara,Pulp,16964.62
2022,Desember,Jambi,Pulp,89687.97
2022,Desember,Riau,Pulp,453786.33
2022,Desember,Sumatera Selatan,Pulp,272390.38
2022,Desember,Sumatera Utara,Pulp,16008.89
2022,Januari,Jambi,Chipwood,265984.86
2022,Januari,Jawa Timur,Chipwood,0.0
2022,Januari,Kalimantan Tengah,Chipwood,72177.96
2022,Januari,Kalimantan Timur,Chipwood,41301.91
2022,Januari,Lampung,Chipwood,9500.18
2022,Januari,Papua,Chipwood,0.0
2022,Januari,Papua Barat,Chipwood,1893.09
2022,Januari,Riau,Chipwood,1846419.01
2022,Januari,Sumatera Selatan,Chipwood,768996.81
2022,Januari,Sumatera Utara,Chipwood,116039.0
2022,Februari,Jambi,Chipwood,196480.02
2022,Februari,Jawa Timur,Chipwood,0.0
2022,Februari,Kalimantan Tengah,Chipwood,81103.78
2022,Februari,Kalimantan Timur,Chipwood,24033.71
2022,Februari,Lampung,Chipwood,9160.21
2022,Februari,Papua,Chipwood,90.89
2022,Februari,Papua Barat,Chipwood,1318.9
2022,Februari,Riau,Chipwood,1846500.98
2022,Februari,Sumatera Selatan,Chipwood,819850.0
2022,Februari,Sumatera Utara,Chipwood,122695.62
2022,Maret,Jambi,Chipwood,332102.64
2022,Maret,Jawa Timur,Chipwood,0.0
2022,Maret,Kalimantan Tengah,Chipwood,88638.23
2022,Maret,Kalimantan Timur,Chipwood,30750.92
2022,Maret,Lampung,Chipwood,14887.46
2022,Maret,Papua,Chipwood,0.0
2022,Maret,Papua Barat,Chipwood,0.0
2022,Maret,Riau,Chipwood,2054949.43
2022,Maret,Sumatera Selatan,Chipwood,934832.52
2022,Maret,Sumatera Utara,Chipwood,126062.07
2022,April,Jambi,Chipwood,303726.32
2022,April,Jawa Timur,Chipwood,0.0
2022,April,Kalimantan Tengah,Chipwood,94035.01
2022,April,Kalimantan Timur,Chipwood,29304.23
2022,April,Lampung,Chipwood,11550.48
2022,April,Papua,Chipwood,0.0
2022,April,Papua Barat,Chipwood,0.0
2022,April,Riau,Chipwood,1795190.52
2022,April,Sumatera Selatan,Chipwood,944897.95
2022,April,Sumatera Utara,Chipwood,128509.8
2022,Mei,Jambi,Chipwood,309594.04
2022,Mei,Jawa Timur,Chipwood,0.0
2022,Mei,Kalimantan Tengah,Chipwood,60364.92
2022,Mei,Kalimantan Timur,Chipwood,7992.21
2022,Mei,Lampung,Chipwood,12447.66
2022,Mei,Papua,Chipwood,0.0
2022,Mei,Papua Barat,Chipwood,3979.59
2022,Mei,Riau,Chipwood,1571164.56
2022,Mei,Sumatera Selatan,Chipwood,614544.13
2022,Mei,Sumatera Utara,Chipwood,121726.67
2022,Juni,Jambi,Chipwood,336599.99
2022,Juni,Jawa Timur,Chipwood,5.0
2022,Juni,Kalimantan Tengah,Chipwood,95129.71
2022,Juni,Kalimantan Timur,Chipwood,13139.98
2022,Juni,Lampung,Chipwood,13381.5
2022,Juni,Papua,Chipwood,0.0
2022,Juni,Papua Barat,Chipwood,2004.42
2022,Juni,Riau,Chipwood,1937104.83
2022,Juni,Sumatera Selatan,Chipwood,931614.79
2022,Juni,Sumatera Utara,Chipwood,98676.91
2022,Juli,Jambi,Chipwood,344828.89
2022,Juli,Jawa Timur,Chipwood,0.0
2022,Juli,Kalimantan Tengah,Chipwood,98518.76
2022,Juli,Kalimantan Timur,Chipwood,22770.91
2022,Juli,Lampung,Chipwood,9441.56
2022,Juli,Papua,Chipwood,0.0
2022,Juli,Papua Barat,Chipwood,0.0
2022,Juli,Riau,Chipwood,1987492.71
2022,Juli,Sumatera Selatan,Chipwood,973425.92
2022,Juli,Sumatera Utara,Chipwood,141822.31
2022,Agustus,Jambi,Chipwood,304555.52
2022,Agustus,Jawa Timur,Chipwood,0.0
2022,Agustus,Kalimantan Tengah,Chipwood,77352.76
2022,Agustus,Kalimantan Timur,Chipwood,21513.56
2022,Agustus,Lampung,Chipwood,8698.95
2022,Agustus,Papua,Chipwood,0.0
2022,Agustus,Papua Barat,Chipwood,0.0
2022,Agustus,Riau,Chipwood,1942438.4
2022,Agustus,Sumatera Selatan,Chipwood,949176.61
2022,Agustus,Sumatera Utara,Chipwood,120117.7
2022,September,Jambi,Chipwood,347105.11
2022,September,Jawa Timur,Chipwood,0.0
2022,September,Kalimantan Tengah,Chipwood,78985.21
2022,September,Kalimantan Timur,Chipwood,23124.66
2022,September,Lampung,Chipwood,1835.86
2022,September,Papua,Chipwood,0.0
2022,September,Papua Barat,Chipwood,0.0
2022,September,Riau,Chipwood,1935505.26
2022,September,Sumatera Selatan,Chipwood,864712.92
2022,September,Sumatera Utara,Chipwood,117231.75
2022,Oktober,Jambi,Chipwood,342711.17
2022,Oktober,Jawa Timur,Chipwood,0.0
2022,Oktober,Kalimantan Tengah,Chipwood,93323.86
2022,Oktober,Kalimantan Timur,Chipwood,20721.64
2022,Oktober,Lampung,Chipwood,3596.02
2022,Oktober,Papua,Chipwood,0.0
2022,Oktober,Papua Barat,Chipwood,0.0
2022,Oktober,Riau,Chipwood,1983576.87
2022,Oktober,Sumatera Selatan,Chipwood,954080.27
2022,Oktober,Sumatera Utara,Chipwood,113715.28
2022,November,Jambi,Chipwood,315863.34
2022,November,Jawa Timur,Chipwood,0.0
2022,November,Kalimantan Tengah,Chipwood,59616.26
2022,November,Kalimantan Timur,Chipwood,24430.86
2022,November,Lampung,Chipwood,2496.61
2022,November,Papua,Chipwood,0.0
2022,November,Papua Barat,Chipwood,0.0
2022,November,Riau,Chipwood,1873044.14
2022,November,Sumatera Selatan,Chipwood,887771.3
2022,November,Sumatera Utara,Chipwood,111784.63
2022,Desember,Jambi,Chipwood,324917.69
2022,Desember,Jawa Timur,Chipwood,0.0
2022,Desember,Kalimantan Tengah,Chipwood,39829.84
2022,Desember,Kalimantan Timur,Chipwood,23487.21
2022,Desember,Lampung,Chipwood,2841.1
2022,Desember,Papua,Chipwood,0.0
2022,Desember,Papua Barat,Chipwood,0.0
2022,Desember,Riau,Chipwood,1892517.71
2022,Desember,Sumatera Selatan,Chipwood,959905.07
2022,Desember,Sumatera Utara,Chipwood,108840.86
2022,Januari,Aceh,Veneer,662.38
2022,Januari,Bali,Veneer,892.44
2022,Januari,Banten,Veneer,182.88
2022,Januari,Daerah Istimewa Yogyakarta,Veneer,164.19
2022,Januari,Jambi,Veneer,4475.99
2022,Januari,Jawa Barat,Veneer,4379.24
2022,Januari,Jawa Tengah,Veneer,39380.04
2022,Januari,Jawa Timur,Veneer,54562.01
2022,Januari,Kalimantan Barat,Veneer,107.08
2022,Januari,Kalimantan Selatan,Veneer,2987.04
2022,Januari,Kalimantan Tengah,Veneer,4483.99
2022,Januari,Kalimantan Timur,Veneer,490.89
2022,Januari,Kalimantan Utara,Veneer,366.08
2022,Januari,Lampung,Veneer,2842.19
2022,Januari,Maluku,Veneer,352.1
2022,Januari,Papua,Veneer,3714.0
2022,Januari,Papua Barat,Veneer,0.0
2022,Januari,Sulawesi Selatan,Veneer,5660.44
2022,Januari,Sumatera Selatan,Veneer,3160.0
2022,Januari,Sumatera Utara,Veneer,2804.85
2022,Februari,Aceh,Veneer,726.72
2022,Februari,Bali,Veneer,954.15
2022,Februari,Banten,Veneer,157.28
2022,Februari,Daerah Istimewa Yogyakarta,Veneer,136.14
2022,Februari,Jambi,Veneer,5238.78
2022,Februari,Jawa Barat,Veneer,3503.95
2022,Februari,Jawa Tengah,Veneer,36978.95
2022,Februari,Jawa Timur,Veneer,50590.44
2022,Februari,Kalimantan Barat,Veneer,937.02
2022,Februari,Kalimantan Selatan,Veneer,3812.47
2022,Februari,Kalimantan Tengah,Veneer,4922.54
2022,Februari,Kalimantan Timur,Veneer,3384.86
2022,Februari,Kalimantan Utara,Veneer,32.83
2022,Februari,Lampung,Veneer,3109.26
2022,Februari,Maluku,Veneer,282.92
2022,Februari,Papua,Veneer,5400.48
2022,Februari,Papua Barat,Veneer,361.9
2022,Februari,Sulawesi Selatan,Veneer,4516.41
2022,Februari,Sumatera Selatan,Veneer,3829.87
2022,Februari,Sumatera Utara,Veneer,3061.03
2022,Maret,Aceh,Veneer,998.83
2022,Maret,Bali,Veneer,1007.97
2022,Maret,Banten,Veneer,234.11
2022,Maret,Daerah Istimewa Yogyakarta,Veneer,164.19
2022,Maret,Jambi,Veneer,5514.97
2022,Maret,Jawa Barat,Veneer,4557.11
2022,Maret,Jawa Tengah,Veneer,41046.88
2022,Maret,Jawa Timur,Veneer,55679.76
2022,Maret,Kalimantan Barat,Veneer,1371.54
2022,Maret,Kalimantan Selatan,Veneer,4069.61
2022,Maret,Kalimantan Tengah,Veneer,4623.92
2022,Maret,Kalimantan Timur,Veneer,2073.17
2022,Maret,Kalimantan Utara,Veneer,137.32
2022,Maret,Lampung,Veneer,3464.06
2022,Maret,Maluku,Veneer,530.88
2022,Maret,Papua,Veneer,8955.88
2022,Maret,Papua Barat,Veneer,489.93
2022,Maret,Sulawesi Selatan,Veneer,4488.56
2022,Maret,Sumatera Selatan,Veneer,4755.99
2022,Maret,Sumatera Utara,Veneer,2928.24
2022,April,Aceh,Veneer,546.37
2022,April,Bali,Veneer,253.84
2022,April,Banten,Veneer,166.81
2022,April,Daerah Istimewa Yogyakarta,Veneer,107.07
2022,April,Jambi,Veneer,4981.06
2022,April,Jawa Barat,Veneer,5131.53
2022,April,Jawa Tengah,Veneer,36504.85
2022,April,Jawa Timur,Veneer,44043.13
2022,April,Kalimantan Barat,Veneer,0.0
2022,April,Kalimantan Selatan,Veneer,3922.99
2022,April,Kalimantan Tengah,Veneer,3528.75
2022,April,Kalimantan Timur,Veneer,2313.87
2022,April,Kalimantan Utara,Veneer,299.66
2022,April,Lampung,Veneer,3051.49
2022,April,Maluku,Veneer,467.95
2022,April,Papua,Veneer,13215.31
2022,April,Papua Barat,Veneer,460.87
2022,April,Sulawesi Selatan,Veneer,5381.77
2022,April,Sumatera Selatan,Veneer,4081.37
2022,April,Sumatera Utara,Veneer,2794.93
2022,Mei,Aceh,Veneer,363.47
2022,Mei,Bali,Veneer,281.77
2022,Mei,Banten,Veneer,142.33
2022,Mei,Daerah Istimewa Yogyakarta,Veneer,106.3
2022,Mei,Jambi,Veneer,3460.45
2022,Mei,Jawa Barat,Veneer,3310.62
2022,Mei,Jawa Tengah,Veneer,30535.54
2022,Mei,Jawa Timur,Veneer,34361.4
2022,Mei,Kalimantan Barat,Veneer,715.75
2022,Mei,Kalimantan Selatan,Veneer,3321.9
2022,Mei,Kalimantan Tengah,Veneer,1738.97
2022,Mei,Kalimantan Timur,Veneer,1523.25
2022,Mei,Kalimantan Utara,Veneer,295.09
2022,Mei,Lampung,Veneer,2505.58
2022,Mei,Maluku,Veneer,420.92
2022,Mei,Papua,Veneer,6533.68
2022,Mei,Papua Barat,Veneer,502.32
2022,Mei,Sulawesi Selatan,Veneer,3502.7
2022,Mei,Sumatera Selatan,Veneer,3070.04
2022,Mei,Sumatera Utara,Veneer,1492.24
2022,Juni,Aceh,Veneer,560.43
2022,Juni,Bali,Veneer,293.34
2022,Juni,Banten,Veneer,192.24
2022,Juni,Daerah Istimewa Yogyakarta,Veneer,107.64
2022,Juni,Jambi,Veneer,4971.64
2022,Juni,Jawa Barat,Veneer,3342.02
2022,Juni,Jawa Tengah,Veneer,41388.97
2022,Juni,Jawa Timur,Veneer,46353.83
2022,Juni,Kalimantan Barat,Veneer,724.8
2022,Juni,Kalimantan Selatan,Veneer,3498.91
2022,Juni,Kalimantan Tengah,Veneer,3093.08
2022,Juni,Kalimantan Timur,Veneer,3359.53
2022,Juni,Kalimantan Utara,Veneer,492.14
2022,Juni,Lampung,Veneer,3476.98
2022,Juni,Maluku,Veneer,217.9
2022,Juni,Papua,Veneer,8902.16
2022,Juni,Papua Barat,Veneer,489.71
2022,Juni,Sulawesi Selatan,Veneer,2481.92
2022,Juni,Sumatera Selatan,Veneer,4633.02
2022,Juni,Sumatera Utara,Veneer,2021.29
2022,Juli,Aceh,Veneer,404.05
2022,Juli,Bali,Veneer,421.47
2022,Juli,Banten,Veneer,118.41
2022,Juli,Daerah Istimewa Yogyakarta,Veneer,113.91
2022,Juli,Jambi,Veneer,4828.07
2022,Juli,Jawa Barat,Veneer,3621.42
2022,Juli,Jawa Tengah,Veneer,43343.41
2022,Juli,Jawa Timur,Veneer,46566.37
2022,Juli,Kalimantan Barat,Veneer,624.73
2022,Juli,Kalimantan Selatan,Veneer,3116.89
2022,Juli,Kalimantan Tengah,Veneer,3127.46
2022,Juli,Kalimantan Timur,Veneer,3386.19
2022,Juli,Kalimantan Utara,Veneer,420.63
2022,Juli,Lampung,Veneer,3062.65
2022,Juli,Maluku,Veneer,86.09
2022,Juli,Papua,Veneer,6451.28
2022,Juli,Papua Barat,Veneer,721.26
2022,Juli,Sulawesi Selatan,Veneer,4083.24
2022,Juli,Sumatera Selatan,Veneer,4245.39
2022,Juli,Sumatera Utara,Veneer,1714.0
2022,Agustus,Aceh,Veneer,431.26
2022,Agustus,Bali,Veneer,344.69
2022,Agustus,Banten,Veneer,186.37
2022,Agustus,Daerah Istimewa Yogyakarta,Veneer,147.65
2022,Agustus,Jambi,Veneer,4745.11
2022,Agustus,Jawa Barat,Veneer,3976.02
2022,Agustus,Jawa Tengah,Veneer,44802.93
2022,Agustus,Jawa Timur,Veneer,45625.61
2022,Agustus,Kalimantan Barat,Veneer,0.0
2022,Agustus,Kalimantan Selatan,Veneer,4260.31
2022,Agustus,Kalimantan Tengah,Veneer,2888.76
2022,Agustus,Kalimantan Timur,Veneer,5948.3
2022,Agustus,Kalimantan Utara,Veneer,274.02
2022,Agustus,Lampung,Veneer,2412.01
2022,Agustus,Maluku,Veneer,588.39
2022,Agustus,Papua,Veneer,7934.78
2022,Agustus,Papua Barat,Veneer,538.44
2022,Agustus,Sulawesi Selatan,Veneer,1800.61
2022,Agustus,Sumatera Selatan,Veneer,5134.28
2022,Agustus,Sumatera Utara,Veneer,2294.34
2022,September,Aceh,Veneer,393.7
2022,September,Bali,Veneer,340.53
2022,September,Banten,Veneer,199.59
2022,September,Daerah Istimewa Yogyakarta,Veneer,173.57
2022,September,Jambi,Veneer,4563.69
2022,September,Jawa Barat,Veneer,2512.91
2022,September,Jawa Tengah,Veneer,35673.05
2022,September,Jawa Timur,Veneer,43131.1
2022,September,Kalimantan Barat,Veneer,573.53
2022,September,Kalimantan Selatan,Veneer,4320.35
2022,September,Kalimantan Tengah,Veneer,2483.03
2022,September,Kalimantan Timur,Veneer,1880.76
2022,September,Kalimantan Utara,Veneer,495.29
2022,September,Lampung,Veneer,1959.26
2022,September,Maluku,Veneer,449.63
2022,September,Papua,Veneer,6919.72
2022,September,Papua Barat,Veneer,426.68
2022,September,Sulawesi Selatan,Veneer,1185.7
2022,September,Sumatera Selatan,Veneer,5264.58
2022,September,Sumatera Utara,Veneer,1713.49
2022,Oktober,Aceh,Veneer,319.02
2022,Oktober,Bali,Veneer,317.82
2022,Oktober,Banten,Veneer,147.06
2022,Oktober,Daerah Istimewa Yogyakarta,Veneer,186.2
2022,Oktober,Jambi,Veneer,5026.27
2022,Oktober,Jawa Barat,Veneer,1121.45
2022,Oktober,Jawa Tengah,Veneer,28343.4
2022,Oktober,Jawa Timur,Veneer,47068.13
2022,Oktober,Kalimantan Barat,Veneer,0.0
2022,Oktober,Kalimantan Selatan,Veneer,5771.39
2022,Oktober,Kalimantan Tengah,Veneer,2010.28
2022,Oktober,Kalimantan Timur,Veneer,3855.26
2022,Oktober,Kalimantan Utara,Veneer,444.29
2022,Oktober,Lampung,Veneer,2351.17
2022,Oktober,Maluku,Veneer,519.84
2022,Oktober,Papua,Veneer,5226.3
2022,Oktober,Papua Barat,Veneer,176.84
2022,Oktober,Sulawesi Selatan,Veneer,1267.95
2022,Oktober,Sumatera Selatan,Veneer,4147.15
2022,Oktober,Sumatera Utara,Veneer,1832.84
2022,November,Aceh,Veneer,299.45
2022,November,Bali,Veneer,390.1
2022,November,Banten,Veneer,138.92
2022,November,Daerah Istimewa Yogyakarta,Veneer,163.19
2022,November,Jambi,Veneer,4651.95
2022,November,Jawa Barat,Veneer,330.72
2022,November,Jawa Tengah,Veneer,30563.21
2022,November,Jawa Timur,Veneer,37948.89
2022,November,Kalimantan Barat,Veneer,0.0
2022,November,Kalimantan Selatan,Veneer,6082.67
2022,November,Kalimantan Tengah,Veneer,2001.07
2022,November,Kalimantan Timur,Veneer,6346.87
2022,November,Kalimantan Utara,Veneer,332.84
2022,November,Lampung,Veneer,3012.32
2022,November,Maluku,Veneer,666.88
2022,November,Papua,Veneer,6313.66
2022,November,Papua Barat,Veneer,586.97
2022,November,Sulawesi Selatan,Veneer,0.0
2022,November,Sumatera Selatan,Veneer,4659.23
2022,November,Sumatera Utara,Veneer,1680.09
2022,Desember,Aceh,Veneer,320.03
2022,Desember,Bali,Veneer,313.82
2022,Desember,Banten,Veneer,109.1
2022,Desember,Daerah Istimewa Yogyakarta,Veneer,177.39
2022,Desember,Jambi,Veneer,4408.99
2022,Desember,Jawa Barat,Veneer,1130.55
2022,Desember,Jawa Tengah,Veneer,27152.75
2022,Desember,Jawa Timur,Veneer,35499.33
2022,Desember,Kalimantan Barat,Veneer,0.0
2022,Desember,Kalimantan Selatan,Veneer,5052.01
2022,Desember,Kalimantan Tengah,Veneer,1840.42
2022,Desember,Kalimantan Timur,Veneer,3366.56
2022,Desember,Kalimantan Utara,Veneer,214.37
2022,Desember,Lampung,Veneer,2649.59
2022,Desember,Maluku,Veneer,84.55
2022,Desember,Papua,Veneer,5049.63
2022,Desember,Papua Barat,Veneer,287.44
2022,Desember,Sulawesi Selatan,Veneer,1045.17
2022,Desember,Sumatera Selatan,Veneer,4251.61
2022,Desember,Sumatera Utara,Veneer,1766.91
2022,Januari,Bali,Wood Pellet,7.08
2022,Januari,Gorontalo,Wood Pellet,0.0
2022,Januari,Jambi,Wood Pellet,547.0
2022,Januari,Jawa Tengah,Wood Pellet,1148.45
2022,Januari,Jawa Timur,Wood Pellet,5402.68
2022,Januari,Kalimantan Selatan,Wood Pellet,784.75
2022,Januari,Kalimantan Tengah,Wood Pellet,3934.16
2022,Januari,Lampung,Wood Pellet,1678.83
2022,Januari,Riau,Wood Pellet,149.16
2022,Januari,Sumatera Utara,Wood Pellet,584.8
2022,Februari,Bali,Wood Pellet,0.0
2022,Februari,Gorontalo,Wood Pellet,0.0
2022,Februari,Jambi,Wood Pellet,766.0
2022,Februari,Jawa Tengah,Wood Pellet,1179.15
2022,Februari,Jawa Timur,Wood Pellet,4342.59
2022,Februari,Kalimantan Selatan,Wood Pellet,561.3
2022,Februari,Kalimantan Tengah,Wood Pellet,3065.27
2022,Februari,Lampung,Wood Pellet,589.8
2022,Februari,Riau,Wood Pellet,112.63
2022,Februari,Sumatera Utara,Wood Pellet,699.55
2022,Maret,Bali,Wood Pellet,7.14
2022,Maret,Gorontalo,Wood Pellet,0.0
2022,Maret,Jambi,Wood Pellet,809.0
2022,Maret,Jawa Tengah,Wood Pellet,1334.7
2022,Maret,Jawa Timur,Wood Pellet,5904.22
2022,Maret,Kalimantan Selatan,Wood Pellet,744.7
2022,Maret,Kalimantan Tengah,Wood Pellet,3676.36
2022,Maret,Lampung,Wood Pellet,0.0
2022,Maret,Riau,Wood Pellet,106.95
2022,Maret,Sumatera Utara,Wood Pellet,754.8
2022,April,Bali,Wood Pellet,0.0
2022,April,Gorontalo,Wood Pellet,7.94
2022,April,Jambi,Wood Pellet,1212.0
2022,April,Jawa Tengah,Wood Pellet,1249.33
2022,April,Jawa Timur,Wood Pellet,5245.23
2022,April,Kalimantan Selatan,Wood Pellet,43.05
2022,April,Kalimantan Tengah,Wood Pellet,3742.18
2022,April,Lampung,Wood Pellet,0.0
2022,April,Riau,Wood Pellet,21.05
2022,April,Sumatera Utara,Wood Pellet,1123.7
2022,Mei,Bali,Wood Pellet,25.26
2022,Mei,Gorontalo,Wood Pellet,0.0
2022,Mei,Jambi,Wood Pellet,968.0
2022,Mei,Jawa Tengah,Wood Pellet,1041.45
2022,Mei,Jawa Timur,Wood Pellet,3492.46
2022,Mei,Kalimantan Selatan,Wood Pellet,0.0
2022,Mei,Kalimantan Tengah,Wood Pellet,1871.47
2022,Mei,Lampung,Wood Pellet,0.0
2022,Mei,Riau,Wood Pellet,0.0
2022,Mei,Sumatera Utara,Wood Pellet,1120.3
2022,Juni,Bali,Wood Pellet,19.68
2022,Juni,Gorontalo,Wood Pellet,0.0
2022,Juni,Jambi,Wood Pellet,1642.0
2022,Juni,Jawa Tengah,Wood Pellet,898.63
2022,Juni,Jawa Timur,Wood Pellet,5981.04
2022,Juni,Kalimantan Selatan,Wood Pellet,0.0
2022,Juni,Kalimantan Tengah,Wood Pellet,3484.72
2022,Juni,Lampung,Wood Pellet,0.0
2022,Juni,Riau,Wood Pellet,0.0
2022,Juni,Sumatera Utara,Wood Pellet,1489.2
2022,Juli,Bali,Wood Pellet,20.88
2022,Juli,Gorontalo,Wood Pellet,534.72
2022,Juli,Jambi,Wood Pellet,1968.0
2022,Juli,Jawa Tengah,Wood Pellet,1030.18
2022,Juli,Jawa Timur,Wood Pellet,5249.41
2022,Juli,Kalimantan Selatan,Wood Pellet,0.0
2022,Juli,Kalimantan Tengah,Wood Pellet,3032.08
2022,Juli,Lampung,Wood Pellet,0.0
2022,Juli,Riau,Wood Pellet,0.0
2022,Juli,Sumatera Utara,Wood Pellet,1066.75
2022,Agustus,Bali,Wood Pellet,18.6
2022,Agustus,Gorontalo,Wood Pellet,666.85
2022,Agustus,Jambi,Wood Pellet,1014.0
2022,Agustus,Jawa Tengah,Wood Pellet,1170.79
2022,Agustus,Jawa Timur,Wood Pellet,4562.67
2022,Agustus,Kalimantan Selatan,Wood Pellet,0.0
2022,Agustus,Kalimantan Tengah,Wood Pellet,3990.28
2022,Agustus,Lampung,Wood Pellet,0.0
2022,Agustus,Riau,Wood Pellet,0.0
2022,Agustus,Sumatera Utara,Wood Pellet,1282.65
2022,September,Bali,Wood Pellet,12.18
2022,September,Gorontalo,Wood Pellet,2147.18
2022,September,Jambi,Wood Pellet,1638.0
2022,September,Jawa Tengah,Wood Pellet,1228.51
2022,September,Jawa Timur,Wood Pellet,4564.75
2022,September,Kalimantan Selatan,Wood Pellet,0.0
2022,September,Kalimantan Tengah,Wood Pellet,1897.13
2022,September,Lampung,Wood Pellet,0.0
2022,September,Riau,Wood Pellet,0.0
2022,September,Sumatera Utara,Wood Pellet,1362.55
2022,Oktober,Bali,Wood Pellet,13.86
2022,Oktober,Gorontalo,Wood Pellet,2768.21
2022,Oktober,Jambi,Wood Pellet,1275.0
2022,Oktober,Jawa Tengah,Wood Pellet,1156.14
2022,Oktober,Jawa Timur,Wood Pellet,3973.32
2022,Oktober,Kalimantan Selatan,Wood Pellet,0.0
2022,Oktober,Kalimantan Tengah,Wood Pellet,2210.85
