tahun,bulan,provinsi,jenis,value
2023,November,Sulawesi Barat,Kayu Tanaman,0
2023,November,Sulawesi Selatan,Kayu Tanaman,0
2023,November,Sulawesi Tengah,Kayu Tanaman,0
2023,November,Sulawesi Tenggara,Kayu Tanaman,0
2023,November,Sumatera Barat,Kayu Tanaman,0
2023,November,Sumatera Selatan,Kayu Tanaman,0
2023,November,Sumatera Utara,Kayu Tanaman,0
2023,Desember,Aceh,Kayu Tanaman,0
2023,Desember,Bali,Kayu Tanaman,0
2023,Desember,Banten,Kayu Tanaman,0
2023,Desember,Bengkulu,Kayu Tanaman,0
2023,Desember,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,Desember,Gorontalo,Kayu Tanaman,0
2023,Desember,Impor Bahan Baku,Kayu Tanaman,0
2023,Desember,Jambi,Kayu Tanaman,0
2023,Desember,Jawa Barat,Kayu Tanaman,0
2023,Desember,Jawa Tengah,Kayu Tanaman,0
2023,Desember,Jawa Timur,Kayu Tanaman,0
2023,Desember,Kalimantan Barat,Kayu Tanaman,0
2023,Desember,Kalimantan Selatan,Kayu Tanaman,0
2023,Desember,Kalimantan Tengah,Kayu Tanaman,0
2023,Desember,Kalimantan Timur,Kayu Tanaman,0
2023,Desember,Kalimantan Utara,Kayu Tanaman,0
2023,Desember,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,Desember,Lampung,Kayu Tanaman,0
2023,Desember,Maluku,Kayu Tanaman,0
2023,Desember,Maluku Utara,Kayu Tanaman,0
2023,Desember,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Desember,Papua,Kayu Tanaman,0
2023,Desember,Papua Barat,Kayu Tanaman,0
2023,Desember,Riau,Kayu Tanaman,0
2023,Desember,Sulawesi Barat,Kayu Tanaman,0
2023,Desember,Sulawesi Selatan,Kayu Tanaman,0
2023,Desember,Sulawesi Tengah,Kayu Tanaman,0
2023,Desember,Sulawesi Tenggara,Kayu Tanaman,0
2023,Desember,Sumatera Barat,Kayu Tanaman,0
2023,Desember,Sumatera Selatan,Kayu Tanaman,0
2023,Desember,Sumatera Utara,Kayu Tanaman,0
2023,Januari,Aceh,Limbah,0
2023,Januari,Bali,Limbah,0
2023,Januari,Banten,Limbah,0
2023,Januari,Bengkulu,Limbah,0
2023,Januari,Daerah Istimewa Yogyakarta,Limbah,0
2023,Januari,Gorontalo,Limbah,0
2023,Januari,Impor Bahan Baku,Limbah,0
2023,Januari,Jambi,Limbah,0
2023,Januari,Jawa Barat,Limbah,0
2023,Januari,Jawa Tengah,Limbah,0
2023,Januari,Jawa Timur,Limbah,2602.24
2023,Januari,Kalimantan Barat,Limbah,0
2023,Januari,Kalimantan Selatan,Limbah,3755.91
2023,Januari,Kalimantan Tengah,Limbah,0
2023,Januari,Kalimantan Timur,Limbah,0
2023,Januari,Kalimantan Utara,Limbah,0
2023,Januari,Kepulauan Bangka-Belitung,Limbah,0
2023,Januari,Lampung,Limbah,0
2023,Januari,Maluku,Limbah,0
2023,Januari,Maluku Utara,Limbah,0
2023,Januari,Nusa Tenggara Barat,Limbah,0
2023,Januari,Papua,Limbah,0
2023,Januari,Papua Barat,Limbah,0
2023,Januari,Riau,Limbah,0
2023,Januari,Sulawesi Barat,Limbah,0
2023,Januari,Sulawesi Selatan,Limbah,0
2023,Januari,Sulawesi Tengah,Limbah,0
2023,Januari,Sulawesi Tenggara,Limbah,0
2023,Januari,Sumatera Barat,Limbah,0
2023,Januari,Sumatera Selatan,Limbah,0
2023,Januari,Sumatera Utara,Limbah,3761.16
2023,Februari,Aceh,Limbah,0
2023,Februari,Bali,Limbah,0
2023,Februari,Banten,Limbah,0
2023,Februari,Bengkulu,Limbah,0
2023,Februari,Daerah Istimewa Yogyakarta,Limbah,0
2023,Februari,Gorontalo,Limbah,0
2023,Februari,Impor Bahan Baku,Limbah,0
2023,Februari,Jambi,Limbah,0
2023,Februari,Jawa Barat,Limbah,0
2023,Februari,Jawa Tengah,Limbah,0
2023,Februari,Jawa Timur,Limbah,1418.81
2023,Februari,Kalimantan Barat,Limbah,0
2023,Februari,Kalimantan Selatan,Limbah,1362.24
2023,Februari,Kalimantan Tengah,Limbah,0
2023,Februari,Kalimantan Timur,Limbah,0
2023,Februari,Kalimantan Utara,Limbah,0
2023,Februari,Kepulauan Bangka-Belitung,Limbah,0
2023,Februari,Lampung,Limbah,0
2023,Februari,Maluku,Limbah,0
2023,Februari,Maluku Utara,Limbah,0
2023,Februari,Nusa Tenggara Barat,Limbah,0
2023,Februari,Papua,Limbah,0
2023,Februari,Papua Barat,Limbah,0
2023,Februari,Riau,Limbah,0
2023,Februari,Sulawesi Barat,Limbah,0
2023,Februari,Sulawesi Selatan,Limbah,0
2023,Februari,Sulawesi Tengah,Limbah,0
2023,Februari,Sulawesi Tenggara,Limbah,0
2023,Februari,Sumatera Barat,Limbah,0
2023,Februari,Sumatera Selatan,Limbah,0
2023,Februari,Sumatera Utara,Limbah,3803.14
2023,Maret,Aceh,Limbah,0
2023,Maret,Bali,Limbah,0
2023,Maret,Banten,Limbah,0
2023,Maret,Bengkulu,Limbah,0
2023,Maret,Daerah Istimewa Yogyakarta,Limbah,0
2023,Maret,Gorontalo,Limbah,0
2023,Maret,Impor Bahan Baku,Limbah,0
2023,Maret,Jambi,Limbah,0
2023,Maret,Jawa Barat,Limbah,0
2023,Maret,Jawa Tengah,Limbah,0
2023,Maret,Jawa Timur,Limbah,1078.02
2023,Maret,Kalimantan Barat,Limbah,0
2023,Maret,Kalimantan Selatan,Limbah,0
2023,Maret,Kalimantan Tengah,Limbah,0
2023,Maret,Kalimantan Timur,Limbah,0
2023,Maret,Kalimantan Utara,Limbah,0
2023,Maret,Kepulauan Bangka-Belitung,Limbah,0
2023,Maret,Lampung,Limbah,0
2023,Maret,Maluku,Limbah,0
2023,Maret,Maluku Utara,Limbah,0
2023,Maret,Nusa Tenggara Barat,Limbah,0
2023,Maret,Papua,Limbah,0
2023,Maret,Papua Barat,Limbah,0
2023,Maret,Riau,Limbah,0
2023,Maret,Sulawesi Barat,Limbah,0
2023,Maret,Sulawesi Selatan,Limbah,0
2023,Maret,Sulawesi Tengah,Limbah,0
2023,Maret,Sulawesi Tenggara,Limbah,0
2023,Maret,Sumatera Barat,Limbah,0
2023,Maret,Sumatera Selatan,Limbah,0
2023,Maret,Sumatera Utara,Limbah,3372.59
2023,April,Aceh,Limbah,0
2023,April,Bali,Limbah,0
2023,April,Banten,Limbah,0
2023,April,Bengkulu,Limbah,0
2023,April,Daerah Istimewa Yogyakarta,Limbah,0
2023,April,Gorontalo,Limbah,0
2023,April,Impor Bahan Baku,Limbah,0
2023,April,Jambi,Limbah,0
2023,April,Jawa Barat,Limbah,0
2023,April,Jawa Tengah,Limbah,0
2023,April,Jawa Timur,Limbah,757.04
2023,April,Kalimantan Barat,Limbah,0
2023,April,Kalimantan Selatan,Limbah,0
2023,April,Kalimantan Tengah,Limbah,0
2023,April,Kalimantan Timur,Limbah,0
2023,April,Kalimantan Utara,Limbah,0
2023,April,Kepulauan Bangka-Belitung,Limbah,0
2023,April,Lampung,Limbah,0
2023,April,Maluku,Limbah,0
2023,April,Maluku Utara,Limbah,0
2023,April,Nusa Tenggara Barat,Limbah,0
2023,April,Papua,Limbah,0
2023,April,Papua Barat,Limbah,0
2023,April,Riau,Limbah,0
2023,April,Sulawesi Barat,Limbah,0
2023,April,Sulawesi Selatan,Limbah,0
2023,April,Sulawesi Tengah,Limbah,0
2023,April,Sulawesi Tenggara,Limbah,0
2023,April,Sumatera Barat,Limbah,0
2023,April,Sumatera Selatan,Limbah,0
2023,April,Sumatera Utara,Limbah,2173.8
2023,Mei,Aceh,Limbah,0
2023,Mei,Bali,Limbah,0
2023,Mei,Banten,Limbah,0
2023,Mei,Bengkulu,Limbah,0
2023,Mei,Daerah Istimewa Yogyakarta,Limbah,0
2023,Mei,Gorontalo,Limbah,0
2023,Mei,Impor Bahan Baku,Limbah,0
2023,Mei,Jambi,Limbah,0
2023,Mei,Jawa Barat,Limbah,0
2023,Mei,Jawa Tengah,Limbah,0
2023,Mei,Jawa Timur,Limbah,0
2023,Mei,Kalimantan Barat,Limbah,0
2023,Mei,Kalimantan Selatan,Limbah,0
2023,Mei,Kalimantan Tengah,Limbah,0
2023,Mei,Kalimantan Timur,Limbah,0
2023,Mei,Kalimantan Utara,Limbah,0
2023,Mei,Kepulauan Bangka-Belitung,Limbah,0
2023,Mei,Lampung,Limbah,0
2023,Mei,Maluku,Limbah,0
2023,Mei,Maluku Utara,Limbah,0
2023,Mei,Nusa Tenggara Barat,Limbah,0
2023,Mei,Papua,Limbah,0
2023,Mei,Papua Barat,Limbah,0
2023,Mei,Riau,Limbah,0
2023,Mei,Sulawesi Barat,Limbah,0
2023,Mei,Sulawesi Selatan,Limbah,0
2023,Mei,Sulawesi Tengah,Limbah,0
2023,Mei,Sulawesi Tenggara,Limbah,0
2023,Mei,Sumatera Barat,Limbah,0
2023,Mei,Sumatera Selatan,Limbah,0
2023,Mei,Sumatera Utara,Limbah,0
2023,Juni,Aceh,Limbah,0
2023,Juni,Bali,Limbah,0
2023,Juni,Banten,Limbah,0
2023,Juni,Bengkulu,Limbah,0
2023,Juni,Daerah Istimewa Yogyakarta,Limbah,0
2023,Juni,Gorontalo,Limbah,0
2023,Juni,Impor Bahan Baku,Limbah,0
2023,Juni,Jambi,Limbah,0
2023,Juni,Jawa Barat,Limbah,0
2023,Juni,Jawa Tengah,Limbah,0
2023,Juni,Jawa Timur,Limbah,0
2023,Juni,Kalimantan Barat,Limbah,0
2023,Juni,Kalimantan Selatan,Limbah,0
2023,Juni,Kalimantan Tengah,Limbah,0
2023,Juni,Kalimantan Timur,Limbah,0
2023,Juni,Kalimantan Utara,Limbah,0
2023,Juni,Kepulauan Bangka-Belitung,Limbah,0
2023,Juni,Lampung,Limbah,0
2023,Juni,Maluku,Limbah,0
2023,Juni,Maluku Utara,Limbah,0
2023,Juni,Nusa Tenggara Barat,Limbah,0
2023,Juni,Papua,Limbah,0
2023,Juni,Papua Barat,Limbah,0
2023,Juni,Riau,Limbah,0
2023,Juni,Sulawesi Barat,Limbah,0
2023,Juni,Sulawesi Selatan,Limbah,0
2023,Juni,Sulawesi Tengah,Limbah,0
2023,Juni,Sulawesi Tenggara,Limbah,0
2023,Juni,Sumatera Barat,Limbah,0
2023,Juni,Sumatera Selatan,Limbah,0
2023,Juni,Sumatera Utara,Limbah,0
2023,Juli,Aceh,Limbah,0
2023,Juli,Bali,Limbah,0
2023,Juli,Banten,Limbah,0
2023,Juli,Bengkulu,Limbah,0
2023,Juli,Daerah Istimewa Yogyakarta,Limbah,0
2023,Juli,Gorontalo,Limbah,0
2023,Juli,Impor Bahan Baku,Limbah,0
2023,Juli,Jambi,Limbah,0
2023,Juli,Jawa Barat,Limbah,0
2023,Juli,Jawa Tengah,Limbah,0
2023,Juli,Jawa Timur,Limbah,0
2023,Juli,Kalimantan Barat,Limbah,0
2023,Juli,Kalimantan Selatan,Limbah,0
2023,Juli,Kalimantan Tengah,Limbah,0
2023,Juli,Kalimantan Timur,Limbah,0
2023,Juli,Kalimantan Utara,Limbah,0
2023,Juli,Kepulauan Bangka-Belitung,Limbah,0
2023,Juli,Lampung,Limbah,0
2023,Juli,Maluku,Limbah,0
2023,Juli,Maluku Utara,Limbah,0
2023,Juli,Nusa Tenggara Barat,Limbah,0
2023,Juli,Papua,Limbah,0
2023,Juli,Papua Barat,Limbah,0
2023,Juli,Riau,Limbah,0
2023,Juli,Sulawesi Barat,Limbah,0
2023,Juli,Sulawesi Selatan,Limbah,0
2023,Juli,Sulawesi Tengah,Limbah,0
2023,Juli,Sulawesi Tenggara,Limbah,0
2023,Juli,Sumatera Barat,Limbah,0
2023,Juli,Sumatera Selatan,Limbah,0
2023,Juli,Sumatera Utara,Limbah,0
2023,Agustus,Aceh,Limbah,0
2023,Agustus,Bali,Limbah,0
2023,Agustus,Banten,Limbah,0
2023,Agustus,Bengkulu,Limbah,0
2023,Agustus,Daerah Istimewa Yogyakarta,Limbah,0
2023,Agustus,Gorontalo,Limbah,0
2023,Agustus,Impor Bahan Baku,Limbah,0
2023,Agustus,Jambi,Limbah,0
2023,Agustus,Jawa Barat,Limbah,0
2023,Agustus,Jawa Tengah,Limbah,0
2023,Agustus,Jawa Timur,Limbah,0
2023,Agustus,Kalimantan Barat,Limbah,0
2023,Agustus,Kalimantan Selatan,Limbah,0
2023,Agustus,Kalimantan Tengah,Limbah,0
2023,Agustus,Kalimantan Timur,Limbah,0
2023,Agustus,Kalimantan Utara,Limbah,0
2023,Agustus,Kepulauan Bangka-Belitung,Limbah,0
2023,Agustus,Lampung,Limbah,0
2023,Agustus,Maluku,Limbah,0
2023,Agustus,Maluku Utara,Limbah,0
2023,Agustus,Nusa Tenggara Barat,Limbah,0
2023,Agustus,Papua,Limbah,0
2023,Agustus,Papua Barat,Limbah,0
2023,Agustus,Riau,Limbah,0
2023,Agustus,Sulawesi Barat,Limbah,0
2023,Agustus,Sulawesi Selatan,Limbah,0
2023,Agustus,Sulawesi Tengah,Limbah,0
2023,Agustus,Sulawesi Tenggara,Limbah,0
2023,Agustus,Sumatera Barat,Limbah,0
2023,Agustus,Sumatera Selatan,Limbah,0
2023,Agustus,Sumatera Utara,Limbah,0
2023,September,Aceh,Limbah,0
2023,September,Bali,Limbah,0
2023,September,Banten,Limbah,0
2023,September,Bengkulu,Limbah,0
2023,September,Daerah Istimewa Yogyakarta,Limbah,0
2023,September,Gorontalo,Limbah,0
2023,September,Impor Bahan Baku,Limbah,0
2023,September,Jambi,Limbah,0
2023,September,Jawa Barat,Limbah,0
2023,September,Jawa Tengah,Limbah,0
2023,September,Jawa Timur,Limbah,0
2023,September,Kalimantan Barat,Limbah,0
2023,September,Kalimantan Selatan,Limbah,0
2023,September,Kalimantan Tengah,Limbah,0
2023,September,Kalimantan Timur,Limbah,0
2023,September,Kalimantan Utara,Limbah,0
2023,September,Kepulauan Bangka-Belitung,Limbah,0
2023,September,Lampung,Limbah,0
2023,September,Maluku,Limbah,0
2023,September,Maluku Utara,Limbah,0
2023,September,Nusa Tenggara Barat,Limbah,0
2023,September,Papua,Limbah,0
2023,September,Papua Barat,Limbah,0
2023,September,Riau,Limbah,0
2023,September,Sulawesi Barat,Limbah,0
2023,September,Sulawesi Selatan,Limbah,0
2023,September,Sulawesi Tengah,Limbah,0
2023,September,Sulawesi Tenggara,Limbah,0
2023,September,Sumatera Barat,Limbah,0
2023,September,Sumatera Selatan,Limbah,0
2023,September,Sumatera Utara,Limbah,0
2023,Oktober,Aceh,Limbah,0
2023,Oktober,Bali,Limbah,0
2023,Oktober,Banten,Limbah,0
2023,Oktober,Bengkulu,Limbah,0
2023,Oktober,Daerah Istimewa Yogyakarta,Limbah,0
2023,Oktober,Gorontalo,Limbah,0
2023,Oktober,Impor Bahan Baku,Limbah,0
2023,Oktober,Jambi,Limbah,0
2023,Oktober,Jawa Barat,Limbah,0
2023,Oktober,Jawa Tengah,Limbah,0
2023,Oktober,Jawa Timur,Limbah,0
2023,Oktober,Kalimantan Barat,Limbah,0
2023,Oktober,Kalimantan Selatan,Limbah,0
2023,Oktober,Kalimantan Tengah,Limbah,0
2023,Oktober,Kalimantan Timur,Limbah,0
2023,Oktober,Kalimantan Utara,Limbah,0
2023,Oktober,Kepulauan Bangka-Belitung,Limbah,0
2023,Oktober,Lampung,Limbah,0
2023,Oktober,Maluku,Limbah,0
2023,Oktober,Maluku Utara,Limbah,0
2023,Oktober,Nusa Tenggara Barat,Limbah,0
2023,Oktober,Papua,Limbah,0
2023,Oktober,Papua Barat,Limbah,0
2023,Oktober,Riau,Limbah,0
2023,Oktober,Sulawesi Barat,Limbah,0
2023,Oktober,Sulawesi Selatan,Limbah,0
2023,Oktober,Sulawesi Tengah,Limbah,0
2023,Oktober,Sulawesi Tenggara,Limbah,0
2023,Oktober,Sumatera Barat,Limbah,0
2023,Oktober,Sumatera Selatan,Limbah,0
2023,Oktober,Sumatera Utara,Limbah,0
2023,November,Aceh,Limbah,0
2023,November,Bali,Limbah,0
2023,November,Banten,Limbah,0
2023,November,Bengkulu,Limbah,0
2023,November,Daerah Istimewa Yogyakarta,Limbah,0
2023,November,Gorontalo,Limbah,0
2023,November,Impor Bahan Baku,Limbah,0
2023,November,Jambi,Limbah,0
2023,November,Jawa Barat,Limbah,0
2023,November,Jawa Tengah,Limbah,0
2023,November,Jawa Timur,Limbah,0
2023,November,Kalimantan Barat,Limbah,0
2023,November,Kalimantan Selatan,Limbah,0
2023,November,Kalimantan Tengah,Limbah,0
2023,November,Kalimantan Timur,Limbah,0
2023,November,Kalimantan Utara,Limbah,0
2023,November,Kepulauan Bangka-Belitung,Limbah,0
2023,November,Lampung,Limbah,0
2023,November,Maluku,Limbah,0
2023,November,Maluku Utara,Limbah,0
2023,November,Nusa Tenggara Barat,Limbah,0
2023,November,Papua,Limbah,0
2023,November,Papua Barat,Limbah,0
2023,November,Riau,Limbah,0
2023,November,Sulawesi Barat,Limbah,0
2023,November,Sulawesi Selatan,Limbah,0
2023,November,Sulawesi Tengah,Limbah,0
2023,November,Sulawesi Tenggara,Limbah,0
2023,November,Sumatera Barat,Limbah,0
2023,November,Sumatera Selatan,Limbah,0
2023,November,Sumatera Utara,Limbah,0
2023,Desember,Aceh,Limbah,0
2023,Desember,Bali,Limbah,0
2023,Desember,Banten,Limbah,0
2023,Desember,Bengkulu,Limbah,0
2023,Desember,Daerah Istimewa Yogyakarta,Limbah,0
2023,Desember,Gorontalo,Limbah,0
2023,Desember,Impor Bahan Baku,Limbah,0
2023,Desember,Jambi,Limbah,0
2023,Desember,Jawa Barat,Limbah,0
2023,Desember,Jawa Tengah,Limbah,0
2023,Desember,Jawa Timur,Limbah,0
2023,Desember,Kalimantan Barat,Limbah,0
2023,Desember,Kalimantan Selatan,Limbah,0
2023,Desember,Kalimantan Tengah,Limbah,0
2023,Desember,Kalimantan Timur,Limbah,0
2023,Desember,Kalimantan Utara,Limbah,0
2023,Desember,Kepulauan Bangka-Belitung,Limbah,0
2023,Desember,Lampung,Limbah,0
2023,Desember,Maluku,Limbah,0
2023,Desember,Maluku Utara,Limbah,0
2023,Desember,Nusa Tenggara Barat,Limbah,0
2023,Desember,Papua,Limbah,0
2023,Desember,Papua Barat,Limbah,0
2023,Desember,Riau,Limbah,0
2023,Desember,Sulawesi Barat,Limbah,0
2023,Desember,Sulawesi Selatan,Limbah,0
2023,Desember,Sulawesi Tengah,Limbah,0
2023,Desember,Sulawesi Tenggara,Limbah,0
2023,Desember,Sumatera Barat,Limbah,0
2023,Desember,Sumatera Selatan,Limbah,0
2023,Desember,Sumatera Utara,Limbah,0
2023,Januari,Aceh,Setengah Jadi,0
2023,Januari,Bali,Setengah Jadi,139.83
2023,Januari,Banten,Setengah Jadi,140.76
2023,Januari,Bengkulu,Setengah Jadi,0
2023,Januari,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,Januari,Gorontalo,Setengah Jadi,0
2023,Januari,Impor Bahan Baku,Setengah Jadi,69114.03
2023,Januari,Jambi,Setengah Jadi,3272.98
2023,Januari,Jawa Barat,Setengah Jadi,782.86
2023,Januari,Jawa Tengah,Setengah Jadi,162633.66
2023,Januari,Jawa Timur,Setengah Jadi,14992.92
2023,Januari,Kalimantan Barat,Setengah Jadi,23.22
2023,Januari,Kalimantan Selatan,Setengah Jadi,1964.51
2023,Januari,Kalimantan Tengah,Setengah Jadi,1332.5
2023,Januari,Kalimantan Timur,Setengah Jadi,580.26
2023,Januari,Kalimantan Utara,Setengah Jadi,33.05
2023,Januari,Kepulauan Bangka-Belitung,Setengah Jadi,0
2023,Januari,Lampung,Setengah Jadi,3111.91
2023,Januari,Maluku,Setengah Jadi,0
2023,Januari,Maluku Utara,Setengah Jadi,0
2023,Januari,Nusa Tenggara Barat,Setengah Jadi,0
2023,Januari,Papua,Setengah Jadi,4285.05
2023,Januari,Papua Barat,Setengah Jadi,174.19
2023,Januari,Riau,Setengah Jadi,0
2023,Januari,Sulawesi Barat,Setengah Jadi,0
2023,Januari,Sulawesi Selatan,Setengah Jadi,1004.5
2023,Januari,Sulawesi Tengah,Setengah Jadi,0
2023,Januari,Sulawesi Tenggara,Setengah Jadi,0
2023,Januari,Sumatera Barat,Setengah Jadi,0
2023,Januari,Sumatera Selatan,Setengah Jadi,3030.38
2023,Januari,Sumatera Utara,Setengah Jadi,1566.43
2023,Februari,Aceh,Setengah Jadi,0
2023,Februari,Bali,Setengah Jadi,109.94
2023,Februari,Banten,Setengah Jadi,237.54
2023,Februari,Bengkulu,Setengah Jadi,0
2023,Februari,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,Februari,Gorontalo,Setengah Jadi,0
2023,Februari,Impor Bahan Baku,Setengah Jadi,69233.37
2023,Februari,Jambi,Setengah Jadi,3469.85
2023,Februari,Jawa Barat,Setengah Jadi,473.09
2023,Februari,Jawa Tengah,Setengah Jadi,17567.69
2023,Februari,Jawa Timur,Setengah Jadi,16276.83
2023,Februari,Kalimantan Barat,Setengah Jadi,0
2023,Februari,Kalimantan Selatan,Setengah Jadi,940.03
2023,Februari,Kalimantan Tengah,Setengah Jadi,1306.27
2023,Februari,Kalimantan Timur,Setengah Jadi,614.37
2023,Februari,Kalimantan Utara,Setengah Jadi,88.47
2023,Februari,Kepulauan Bangka-Belitung,Setengah Jadi,0
2023,Februari,Lampung,Setengah Jadi,3088.27
2023,Februari,Maluku,Setengah Jadi,0
2023,Februari,Maluku Utara,Setengah Jadi,0
2023,Februari,Nusa Tenggara Barat,Setengah Jadi,0
2023,Februari,Papua,Setengah Jadi,7321.93
2023,Februari,Papua Barat,Setengah Jadi,0
2023,Februari,Riau,Setengah Jadi,0
2023,Februari,Sulawesi Barat,Setengah Jadi,0
2023,Februari,Sulawesi Selatan,Setengah Jadi,1319.08
2023,Februari,Sulawesi Tengah,Setengah Jadi,0
2023,Februari,Sulawesi Tenggara,Setengah Jadi,0
2023,Februari,Sumatera Barat,Setengah Jadi,0
2023,Februari,Sumatera Selatan,Setengah Jadi,1915.18
2023,Februari,Sumatera Utara,Setengah Jadi,2131.03
2023,Maret,Aceh,Setengah Jadi,0
2023,Maret,Bali,Setengah Jadi,73.59
2023,Maret,Banten,Setengah Jadi,186.19
2023,Maret,Bengkulu,Setengah Jadi,0
2023,Maret,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,Maret,Gorontalo,Setengah Jadi,0
2023,Maret,Impor Bahan Baku,Setengah Jadi,88285.26
2023,Maret,Jambi,Setengah Jadi,2678.4
2023,Maret,Jawa Barat,Setengah Jadi,86.6
2023,Maret,Jawa Tengah,Setengah Jadi,17092.84
2023,Maret,Jawa Timur,Setengah Jadi,12822.11
2023,Maret,Kalimantan Barat,Setengah Jadi,32.15
2023,Maret,Kalimantan Selatan,Setengah Jadi,1259.53
2023,Maret,Kalimantan Tengah,Setengah Jadi,1893.08
2023,Maret,Kalimantan Timur,Setengah Jadi,160.03
2023,Maret,Kalimantan Utara,Setengah Jadi,74.85
2023,Maret,Kepulauan Bangka-Belitung,Setengah Jadi,0
2023,Maret,Lampung,Setengah Jadi,3093.48
2023,Maret,Maluku,Setengah Jadi,0
2023,Maret,Maluku Utara,Setengah Jadi,0
2023,Maret,Nusa Tenggara Barat,Setengah Jadi,0
2023,Maret,Papua,Setengah Jadi,6280
2023,Maret,Papua Barat,Setengah Jadi,87.1
2023,Maret,Riau,Setengah Jadi,165.09
2023,Maret,Sulawesi Barat,Setengah Jadi,0
2023,Maret,Sulawesi Selatan,Setengah Jadi,689.79
2023,Maret,Sulawesi Tengah,Setengah Jadi,0
2023,Maret,Sulawesi Tenggara,Setengah Jadi,0
2023,Maret,Sumatera Barat,Setengah Jadi,0
2023,Maret,Sumatera Selatan,Setengah Jadi,2070.78
2023,Maret,Sumatera Utara,Setengah Jadi,2179.53
2023,April,Aceh,Setengah Jadi,0
2023,April,Bali,Setengah Jadi,196.71
2023,April,Banten,Setengah Jadi,102.31
2023,April,Bengkulu,Setengah Jadi,0
2023,April,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,April,Gorontalo,Setengah Jadi,0
2023,April,Impor Bahan Baku,Setengah Jadi,89872.32
2023,April,Jambi,Setengah Jadi,1260.83
2023,April,Jawa Barat,Setengah Jadi,0
2023,April,Jawa Tengah,Setengah Jadi,13489.22
2023,April,Jawa Timur,Setengah Jadi,7247.06
2023,April,Kalimantan Barat,Setengah Jadi,0
2023,April,Kalimantan Selatan,Setengah Jadi,1069.57
2023,April,Kalimantan Tengah,Setengah Jadi,1407.69
2023,April,Kalimantan Timur,Setengah Jadi,0
2023,April,Kalimantan Utara,Setengah Jadi,60.33
2023,April,Kepulauan Bangka-Belitung,Setengah Jadi,0
2023,April,Lampung,Setengah Jadi,2145.33
2023,April,Maluku,Setengah Jadi,0
2023,April,Maluku Utara,Setengah Jadi,0
2023,April,Nusa Tenggara Barat,Setengah Jadi,0
2023,April,Papua,Setengah Jadi,0
2023,April,Papua Barat,Setengah Jadi,0
2023,April,Riau,Setengah Jadi,167.77
2023,April,Sulawesi Barat,Setengah Jadi,0
2023,April,Sulawesi Selatan,Setengah Jadi,125.03
2023,April,Sulawesi Tengah,Setengah Jadi,0
2023,April,Sulawesi Tenggara,Setengah Jadi,0
2023,April,Sumatera Barat,Setengah Jadi,0
2023,April,Sumatera Selatan,Setengah Jadi,1521.56
2023,April,Sumatera Utara,Setengah Jadi,879.92
2023,Mei,Aceh,Setengah Jadi,0
2023,Mei,Bali,Setengah Jadi,0
2023,Mei,Banten,Setengah Jadi,0
2023,Mei,Bengkulu,Setengah Jadi,0
2023,Mei,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,Mei,Gorontalo,Setengah Jadi,0
2023,Mei,Impor Bahan Baku,Setengah Jadi,0
2023,Mei,Jambi,Setengah Jadi,0
2023,Mei,Jawa Barat,Setengah Jadi,0
2023,Mei,Jawa Tengah,Setengah Jadi,0
2023,Mei,Jawa Timur,Setengah Jadi,0
2023,Mei,Kalimantan Barat,Setengah Jadi,0
2023,Mei,Kalimantan Selatan,Setengah Jadi,0
2023,Mei,Kalimantan Tengah,Setengah Jadi,0
2023,Mei,Kalimantan Timur,Setengah Jadi,0
2023,Mei,Kalimantan Utara,Setengah Jadi,0
2023,Mei,Kepulauan Bangka-Belitung,Setengah Jadi,0
2023,Mei,Lampung,Setengah Jadi,0
2023,Mei,Maluku,Setengah Jadi,0
2023,Mei,Maluku Utara,Setengah Jadi,0
2023,Mei,Nusa Tenggara Barat,Setengah Jadi,0
2023,Mei,Papua,Setengah Jadi,0
2023,Mei,Papua Barat,Setengah Jadi,0
2023,Mei,Riau,Setengah Jadi,0
2023,Mei,Sulawesi Barat,Setengah Jadi,0
2023,Mei,Sulawesi Selatan,Setengah Jadi,0
2023,Mei,Sulawesi Tengah,Setengah Jadi,0
2023,Mei,Sulawesi Tenggara,Setengah Jadi,0
2023,Mei,Sumatera Barat,Setengah Jadi,0
2023,Mei,Sumatera Selatan,Setengah Jadi,0
2023,Mei,Sumatera Utara,Setengah Jadi,0
2023,Juni,Aceh,Setengah Jadi,0
2023,Juni,Bali,Setengah Jadi,0
2023,Juni,Banten,Setengah Jadi,0
2023,Juni,Bengkulu,Setengah Jadi,0
2023,Juni,Daerah Istimewa Yogyakarta,Setengah Jadi,0
2023,Juni,Gorontalo,Setengah Jadi,0
2023,Juni,Impor Bahan Baku,Setengah Jadi,0
2023,Juni,Jambi,Setengah Jadi,0
2023,Juni,Jawa Barat,Setengah Jadi,0
2023,Juni,Jawa Tengah,Setengah Jadi,0
2023,Juni,Jawa Timur,Setengah Jadi,0
2023,Juni,Kalimantan Barat,Setengah Jadi,0
