tahun,bulan,provinsi,kelompok,volume,,,,,
2020,Oktober,Sumatera Utara,Hutan Tanaman Industri,1337,,,,,
2020,November,Bangka Belitung,Hutan Tanaman Industri,0,,,,,
2020,November,Banten,Hutan Tanaman Industri,26,,,,,
2020,November,D.I. Yogyakarta,Hutan Tanaman Industri,16,,,,,
2020,November,Jambi,Hutan Tanaman Industri,189694,,,,,
2020,November,Jawa Barat,Hutan Tanaman Industri,1097,,,,,
2020,November,Jawa Tengah,Hutan Tanaman Industri,13,,,,,
2020,November,Jawa Timur,Hutan Tanaman Industri,34,,,,,
2020,November,Kalimantan Barat,Hutan Tanaman Industri,56602,,,,,
2020,November,Kalimantan Selatan,Hutan Tanaman Industri,7048,,,,,
2020,November,Kalimantan Tengah,Hutan Tanaman Industri,3015,,,,,
2020,November,Kalimantan Timur,Hutan Tanaman Industri,108355,,,,,
2020,November,Kalimantan Utara,Hutan Tanaman Industri,39403,,,,,
2020,November,Lampung,Hutan Tanaman Industri,340,,,,,
2020,November,Nusa Tenggara Barat,Hutan Tanaman Industri,0,,,,,
2020,November,Papua,Hutan Tanaman Industri,5146,,,,,
2020,November,Riau,Hutan Tanaman Industri,1731384,,,,,
2020,November,Sulawesi Selatan,Hutan Tanaman Industri,0,,,,,
2020,November,Sumatera Barat,Hutan Tanaman Industri,0,,,,,
2020,November,Sumatera Selatan,Hutan Tanaman Industri,571171,,,,,
2020,November,Sumatera Utara,Hutan Tanaman Industri,231,,,,,
2020,Desember,Bangka Belitung,Hutan Tanaman Industri,0,,,,,
2020,Desember,Banten,Hutan Tanaman Industri,74,,,,,
2020,Desember,D.I. Yogyakarta,Hutan Tanaman Industri,0,,,,,
2020,Desember,Jambi,Hutan Tanaman Industri,230273,,,,,
2020,Desember,Jawa Barat,Hutan Tanaman Industri,1811,,,,,
2020,Desember,Jawa Tengah,Hutan Tanaman Industri,29,,,,,
2020,Desember,Jawa Timur,Hutan Tanaman Industri,42,,,,,
2020,Desember,Kalimantan Barat,Hutan Tanaman Industri,62793,,,,,
2020,Desember,Kalimantan Selatan,Hutan Tanaman Industri,4236,,,,,
2020,Desember,Kalimantan Tengah,Hutan Tanaman Industri,7604,,,,,
2020,Desember,Kalimantan Timur,Hutan Tanaman Industri,101352,,,,,
2020,Desember,Kalimantan Utara,Hutan Tanaman Industri,69970,,,,,
2020,Desember,Lampung,Hutan Tanaman Industri,2491,,,,,
2020,Desember,Nusa Tenggara Barat,Hutan Tanaman Industri,93,,,,,
2020,Desember,Papua,Hutan Tanaman Industri,3863,,,,,
2020,Desember,Riau,Hutan Tanaman Industri,1687861,,,,,
2020,Desember,Sulawesi Selatan,Hutan Tanaman Industri,0,,,,,
2020,Desember,Sumatera Barat,Hutan Tanaman Industri,0,,,,,
2020,Desember,Sumatera Selatan,Hutan Tanaman Industri,596286,,,,,
2020,Desember,Sumatera Utara,Hutan Tanaman Industri,0,,,,,
2020,Januari,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,Februari,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,Maret,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,April,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,Mei,Kalimantan Timur,Jenis Dilindungi,46,,,,,
2020,Juni,Kalimantan Timur,Jenis Dilindungi,183,,,,,
2020,Juli,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,Agustus,Kalimantan Timur,Jenis Dilindungi,59,,,,,
2020,September,Kalimantan Timur,Jenis Dilindungi,0,,,,,
2020,Oktober,Kalimantan Timur,Jenis Dilindungi,5,,,,,
2020,November,Kalimantan Timur,Jenis Dilindungi,3,,,,,
2020,Desember,Kalimantan Timur,Jenis Dilindungi,1,,,,,
2020,Januari,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Kalimantan Tengah,Jenis Kayu Lainnya,13,,,,,
2020,Januari,Kalimantan Timur,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Kepulauan Riau,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Januari,Sulawesi Tenggara,Jenis Kayu Lainnya,2,,,,,
2020,Januari,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Kalimantan Tengah,Jenis Kayu Lainnya,5,,,,,
2020,Februari,Kalimantan Timur,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Kepulauan Riau,Jenis Kayu Lainnya,295,,,,,
2020,Februari,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Februari,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Kalimantan Tengah,Jenis Kayu Lainnya,22,,,,,
2020,Maret,Kalimantan Timur,Jenis Kayu Lainnya,7,,,,,
2020,Maret,Kalimantan Utara,Jenis Kayu Lainnya,1,,,,,
2020,Maret,Kepulauan Riau,Jenis Kayu Lainnya,47,,,,,
2020,Maret,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Riau,Jenis Kayu Lainnya,504,,,,,
2020,Maret,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Maret,Sumatera Barat,Jenis Kayu Lainnya,18,,,,,
2020,April,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,April,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,April,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,April,Kalimantan Tengah,Jenis Kayu Lainnya,74,,,,,
2020,April,Kalimantan Timur,Jenis Kayu Lainnya,5,,,,,
2020,April,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,April,Kepulauan Riau,Jenis Kayu Lainnya,246,,,,,
2020,April,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,April,Riau,Jenis Kayu Lainnya,0,,,,,
2020,April,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,April,Sumatera Barat,Jenis Kayu Lainnya,2,,,,,
2020,Mei,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Kalimantan Tengah,Jenis Kayu Lainnya,37,,,,,
2020,Mei,Kalimantan Timur,Jenis Kayu Lainnya,3,,,,,
2020,Mei,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Kepulauan Riau,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Riau,Jenis Kayu Lainnya,326,,,,,
2020,Mei,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Mei,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Bengkulu,Jenis Kayu Lainnya,6,,,,,
2020,Juni,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Kalimantan Tengah,Jenis Kayu Lainnya,21,,,,,
2020,Juni,Kalimantan Timur,Jenis Kayu Lainnya,5,,,,,
2020,Juni,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Kepulauan Riau,Jenis Kayu Lainnya,555,,,,,
2020,Juni,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Juni,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Bengkulu,Jenis Kayu Lainnya,25,,,,,
2020,Juli,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Kalimantan Tengah,Jenis Kayu Lainnya,22,,,,,
2020,Juli,Kalimantan Timur,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Kepulauan Riau,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Juli,Sumatera Barat,Jenis Kayu Lainnya,2,,,,,
2020,Agustus,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Kalimantan Tengah,Jenis Kayu Lainnya,17,,,,,
2020,Agustus,Kalimantan Timur,Jenis Kayu Lainnya,6,,,,,
2020,Agustus,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Kepulauan Riau,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Agustus,Sumatera Barat,Jenis Kayu Lainnya,14,,,,,
2020,September,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,September,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,September,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,September,Kalimantan Tengah,Jenis Kayu Lainnya,14,,,,,
2020,September,Kalimantan Timur,Jenis Kayu Lainnya,0,,,,,
2020,September,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,September,Kepulauan Riau,Jenis Kayu Lainnya,361,,,,,
2020,September,Nusa Tenggara Barat,Jenis Kayu Lainnya,151,,,,,
2020,September,Riau,Jenis Kayu Lainnya,0,,,,,
2020,September,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,September,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Kalimantan Tengah,Jenis Kayu Lainnya,14,,,,,
2020,Oktober,Kalimantan Timur,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Kepulauan Riau,Jenis Kayu Lainnya,483,,,,,
2020,Oktober,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Oktober,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,November,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,November,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,November,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,November,Kalimantan Tengah,Jenis Kayu Lainnya,166,,,,,
2020,November,Kalimantan Timur,Jenis Kayu Lainnya,2,,,,,
2020,November,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,November,Kepulauan Riau,Jenis Kayu Lainnya,305,,,,,
2020,November,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,November,Riau,Jenis Kayu Lainnya,0,,,,,
2020,November,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,November,Sumatera Barat,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Bengkulu,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Kalimantan Barat,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Kalimantan Selatan,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Kalimantan Tengah,Jenis Kayu Lainnya,50,,,,,
2020,Desember,Kalimantan Timur,Jenis Kayu Lainnya,17,,,,,
2020,Desember,Kalimantan Utara,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Kepulauan Riau,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Nusa Tenggara Barat,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Riau,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Sulawesi Tenggara,Jenis Kayu Lainnya,0,,,,,
2020,Desember,Sumatera Barat,Jenis Kayu Lainnya,17,,,,,
2020,Januari,Banten,Jenis Khusus,0,,,,,
2020,Januari,D.I. Yogyakarta,Jenis Khusus,0,,,,,
2020,Januari,Jawa Barat,Jenis Khusus,2399,,,,,
2020,Januari,Jawa Tengah,Jenis Khusus,11911,,,,,
2020,Januari,Jawa Timur,Jenis Khusus,3997,,,,,
2020,Januari,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,Januari,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Januari,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Januari,Kalimantan Timur,Jenis Khusus,380,,,,,
2020,Januari,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Januari,Kepulauan Riau,Jenis Khusus,0,,,,,
2020,Januari,Maluku,Jenis Khusus,171,,,,,
2020,Januari,Maluku Utara,Jenis Khusus,0,,,,,
2020,Januari,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,Januari,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,Januari,Papua,Jenis Khusus,3437,,,,,
2020,Januari,Papua Barat,Jenis Khusus,23992,,,,,
2020,Januari,Riau,Jenis Khusus,0,,,,,
2020,Januari,Sulawesi Selatan,Jenis Khusus,0,,,,,
2020,Januari,Sulawesi Tenggara,Jenis Khusus,3,,,,,
2020,Januari,Sumatera Utara,Jenis Khusus,534,,,,,
2020,Februari,Banten,Jenis Khusus,0,,,,,
2020,Februari,D.I. Yogyakarta,Jenis Khusus,0,,,,,
2020,Februari,Jawa Barat,Jenis Khusus,4220,,,,,
2020,Februari,Jawa Tengah,Jenis Khusus,23543,,,,,
2020,Februari,Jawa Timur,Jenis Khusus,21232,,,,,
2020,Februari,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,Februari,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Februari,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Februari,Kalimantan Timur,Jenis Khusus,0,,,,,
2020,Februari,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Februari,Kepulauan Riau,Jenis Khusus,2375,,,,,
2020,Februari,Maluku,Jenis Khusus,324,,,,,
2020,Februari,Maluku Utara,Jenis Khusus,433,,,,,
2020,Februari,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,Februari,Nusa Tenggara Barat,Jenis Khusus,5,,,,,
2020,Februari,Papua,Jenis Khusus,6512,,,,,
2020,Februari,Papua Barat,Jenis Khusus,39865,,,,,
2020,Februari,Riau,Jenis Khusus,0,,,,,
2020,Februari,Sulawesi Selatan,Jenis Khusus,0,,,,,
2020,Februari,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Februari,Sumatera Utara,Jenis Khusus,1513,,,,,
2020,Maret,Banten,Jenis Khusus,46,,,,,
2020,Maret,D.I. Yogyakarta,Jenis Khusus,0,,,,,
2020,Maret,Jawa Barat,Jenis Khusus,6638,,,,,
2020,Maret,Jawa Tengah,Jenis Khusus,23329,,,,,
2020,Maret,Jawa Timur,Jenis Khusus,26132,,,,,
2020,Maret,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,Maret,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Maret,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Maret,Kalimantan Timur,Jenis Khusus,0,,,,,
2020,Maret,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Maret,Kepulauan Riau,Jenis Khusus,740,,,,,
2020,Maret,Maluku,Jenis Khusus,101,,,,,
2020,Maret,Maluku Utara,Jenis Khusus,185,,,,,
2020,Maret,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,Maret,Nusa Tenggara Barat,Jenis Khusus,5,,,,,
2020,Maret,Papua,Jenis Khusus,5853,,,,,
2020,Maret,Papua Barat,Jenis Khusus,35051,,,,,
2020,Maret,Riau,Jenis Khusus,3076,,,,,
2020,Maret,Sulawesi Selatan,Jenis Khusus,0,,,,,
2020,Maret,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Maret,Sumatera Utara,Jenis Khusus,1147,,,,,
2020,April,Banten,Jenis Khusus,24,,,,,
2020,April,D.I. Yogyakarta,Jenis Khusus,0,,,,,
2020,April,Jawa Barat,Jenis Khusus,6008,,,,,
2020,April,Jawa Tengah,Jenis Khusus,20970,,,,,
2020,April,Jawa Timur,Jenis Khusus,30034,,,,,
2020,April,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,April,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,April,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,April,Kalimantan Timur,Jenis Khusus,42,,,,,
2020,April,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,April,Kepulauan Riau,Jenis Khusus,1550,,,,,
2020,April,Maluku,Jenis Khusus,0,,,,,
2020,April,Maluku Utara,Jenis Khusus,357,,,,,
2020,April,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,April,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,April,Papua,Jenis Khusus,2792,,,,,
2020,April,Papua Barat,Jenis Khusus,22788,,,,,
2020,April,Riau,Jenis Khusus,0,,,,,
2020,April,Sulawesi Selatan,Jenis Khusus,0,,,,,
2020,April,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,April,Sumatera Utara,Jenis Khusus,768,,,,,
2020,Mei,Banten,Jenis Khusus,43,,,,,
2020,Mei,D.I. Yogyakarta,Jenis Khusus,0,,,,,
2020,Mei,Jawa Barat,Jenis Khusus,4632,,,,,
2020,Mei,Jawa Tengah,Jenis Khusus,23363,,,,,
2020,Mei,Jawa Timur,Jenis Khusus,26621,,,,,
2020,Mei,Kalimantan Barat,Jenis Khusus,820,,,,,
2020,Mei,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Mei,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Mei,Kalimantan Timur,Jenis Khusus,3,,,,,
2020,Mei,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Mei,Kepulauan Riau,Jenis Khusus,0,,,,,
2020,Mei,Maluku,Jenis Khusus,260,,,,,
2020,Mei,Maluku Utara,Jenis Khusus,113,,,,,
2020,Mei,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,Mei,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,Mei,Papua,Jenis Khusus,4663,,,,,
2020,Mei,Papua Barat,Jenis Khusus,24530,,,,,
2020,Mei,Riau,Jenis Khusus,1717,,,,,
2020,Mei,Sulawesi Selatan,Jenis Khusus,63,,,,,
2020,Mei,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Mei,Sumatera Utara,Jenis Khusus,579,,,,,
2020,Juni,Banten,Jenis Khusus,6,,,,,
2020,Juni,D.I. Yogyakarta,Jenis Khusus,6,,,,,
2020,Juni,Jawa Barat,Jenis Khusus,6196,,,,,
2020,Juni,Jawa Tengah,Jenis Khusus,33057,,,,,
2020,Juni,Jawa Timur,Jenis Khusus,29861,,,,,
2020,Juni,Kalimantan Barat,Jenis Khusus,453,,,,,
2020,Juni,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Juni,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Juni,Kalimantan Timur,Jenis Khusus,15,,,,,
2020,Juni,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Juni,Kepulauan Riau,Jenis Khusus,3500,,,,,
2020,Juni,Maluku,Jenis Khusus,66,,,,,
2020,Juni,Maluku Utara,Jenis Khusus,40,,,,,
2020,Juni,Nangroe Aceh Darussalam,Jenis Khusus,1,,,,,
2020,Juni,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,Juni,Papua,Jenis Khusus,11565,,,,,
2020,Juni,Papua Barat,Jenis Khusus,17146,,,,,
2020,Juni,Riau,Jenis Khusus,0,,,,,
2020,Juni,Sulawesi Selatan,Jenis Khusus,79,,,,,
2020,Juni,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Juni,Sumatera Utara,Jenis Khusus,973,,,,,
2020,Juli,Banten,Jenis Khusus,684,,,,,
2020,Juli,D.I. Yogyakarta,Jenis Khusus,3,,,,,
2020,Juli,Jawa Barat,Jenis Khusus,9090,,,,,
2020,Juli,Jawa Tengah,Jenis Khusus,38720,,,,,
2020,Juli,Jawa Timur,Jenis Khusus,35717,,,,,
2020,Juli,Kalimantan Barat,Jenis Khusus,243,,,,,
2020,Juli,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Juli,Kalimantan Tengah,Jenis Khusus,2,,,,,
2020,Juli,Kalimantan Timur,Jenis Khusus,57,,,,,
2020,Juli,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Juli,Kepulauan Riau,Jenis Khusus,0,,,,,
2020,Juli,Maluku,Jenis Khusus,219,,,,,
2020,Juli,Maluku Utara,Jenis Khusus,115,,,,,
2020,Juli,Nangroe Aceh Darussalam,Jenis Khusus,28,,,,,
2020,Juli,Nusa Tenggara Barat,Jenis Khusus,11,,,,,
2020,Juli,Papua,Jenis Khusus,18355,,,,,
2020,Juli,Papua Barat,Jenis Khusus,46697,,,,,
2020,Juli,Riau,Jenis Khusus,0,,,,,
2020,Juli,Sulawesi Selatan,Jenis Khusus,71,,,,,
2020,Juli,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Juli,Sumatera Utara,Jenis Khusus,1482,,,,,
2020,Agustus,Banten,Jenis Khusus,2304,,,,,
2020,Agustus,D.I. Yogyakarta,Jenis Khusus,342,,,,,
2020,Agustus,Jawa Barat,Jenis Khusus,7026,,,,,
2020,Agustus,Jawa Tengah,Jenis Khusus,28438,,,,,
2020,Agustus,Jawa Timur,Jenis Khusus,33504,,,,,
2020,Agustus,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,Agustus,Kalimantan Selatan,Jenis Khusus,59,,,,,
2020,Agustus,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,Agustus,Kalimantan Timur,Jenis Khusus,3,,,,,
2020,Agustus,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Agustus,Kepulauan Riau,Jenis Khusus,0,,,,,
2020,Agustus,Maluku,Jenis Khusus,2474,,,,,
2020,Agustus,Maluku Utara,Jenis Khusus,30,,,,,
2020,Agustus,Nangroe Aceh Darussalam,Jenis Khusus,0,,,,,
2020,Agustus,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,Agustus,Papua,Jenis Khusus,23205,,,,,
2020,Agustus,Papua Barat,Jenis Khusus,42050,,,,,
2020,Agustus,Riau,Jenis Khusus,0,,,,,
2020,Agustus,Sulawesi Selatan,Jenis Khusus,0,,,,,
2020,Agustus,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Agustus,Sumatera Utara,Jenis Khusus,2118,,,,,
2020,September,Banten,Jenis Khusus,3065,,,,,
2020,September,D.I. Yogyakarta,Jenis Khusus,433,,,,,
2020,September,Jawa Barat,Jenis Khusus,8378,,,,,
2020,September,Jawa Tengah,Jenis Khusus,36624,,,,,
2020,September,Jawa Timur,Jenis Khusus,38774,,,,,
2020,September,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,September,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,September,Kalimantan Tengah,Jenis Khusus,0,,,,,
2020,September,Kalimantan Timur,Jenis Khusus,3,,,,,
2020,September,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,September,Kepulauan Riau,Jenis Khusus,4266,,,,,
2020,September,Maluku,Jenis Khusus,4209,,,,,
2020,September,Maluku Utara,Jenis Khusus,46,,,,,
2020,September,Nangroe Aceh Darussalam,Jenis Khusus,508,,,,,
2020,September,Nusa Tenggara Barat,Jenis Khusus,0,,,,,
2020,September,Papua,Jenis Khusus,22501,,,,,
2020,September,Papua Barat,Jenis Khusus,42973,,,,,
2020,September,Riau,Jenis Khusus,0,,,,,
2020,September,Sulawesi Selatan,Jenis Khusus,85,,,,,
2020,September,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,September,Sumatera Utara,Jenis Khusus,1770,,,,,
2020,Oktober,Banten,Jenis Khusus,291,,,,,
2020,Oktober,D.I. Yogyakarta,Jenis Khusus,495,,,,,
2020,Oktober,Jawa Barat,Jenis Khusus,3613,,,,,
2020,Oktober,Jawa Tengah,Jenis Khusus,19005,,,,,
2020,Oktober,Jawa Timur,Jenis Khusus,26960,,,,,
2020,Oktober,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,Oktober,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,Oktober,Kalimantan Tengah,Jenis Khusus,76,,,,,
2020,Oktober,Kalimantan Timur,Jenis Khusus,0,,,,,
2020,Oktober,Kalimantan Utara,Jenis Khusus,0,,,,,
2020,Oktober,Kepulauan Riau,Jenis Khusus,3050,,,,,
2020,Oktober,Maluku,Jenis Khusus,2514,,,,,
2020,Oktober,Maluku Utara,Jenis Khusus,15,,,,,
2020,Oktober,Nangroe Aceh Darussalam,Jenis Khusus,223,,,,,
2020,Oktober,Nusa Tenggara Barat,Jenis Khusus,6,,,,,
2020,Oktober,Papua,Jenis Khusus,19882,,,,,
2020,Oktober,Papua Barat,Jenis Khusus,32886,,,,,
2020,Oktober,Riau,Jenis Khusus,0,,,,,
2020,Oktober,Sulawesi Selatan,Jenis Khusus,99,,,,,
2020,Oktober,Sulawesi Tenggara,Jenis Khusus,0,,,,,
2020,Oktober,Sumatera Utara,Jenis Khusus,2093,,,,,
2020,November,Banten,Jenis Khusus,140,,,,,
2020,November,D.I. Yogyakarta,Jenis Khusus,456,,,,,
2020,November,Jawa Barat,Jenis Khusus,2606,,,,,
2020,November,Jawa Tengah,Jenis Khusus,11146,,,,,
2020,November,Jawa Timur,Jenis Khusus,19562,,,,,
2020,November,Kalimantan Barat,Jenis Khusus,0,,,,,
2020,November,Kalimantan Selatan,Jenis Khusus,0,,,,,
2020,November,Kalimantan Tengah,Jenis Khusus,1,,,,,
2020,November,Kalimantan Timur,Jenis Khusus,99,,,,,
2020,November,Kalimantan Utara,Jenis Khusus,4,,,,,
2020,November,Kepulauan Riau,Jenis Khusus,3544,,,,,
2020,November,Maluku,Jenis Khusus,5703,,,,,
2020,November,Maluku Utara,Jenis Khusus,0,,,,,
